brand_id,fascia_id,brand,fascia,p25_m2,median_m2,p75_m2,min_m2,max_m2,sample_count,coefficient_of_variation
8de3e17c-8384-48a4-9904-5bb5f25fea36,073c2f8b-5ea3-4fe1-ad90-876bd5fe2c41,McDonald's,McDonald's Drive Thru,311.0,357.0,450.0,120.0,887.0,565,0.312
8de3e17c-8384-48a4-9904-5bb5f25fea36,,McDonald's,,324.5,400.5,558.2,120.0,1473.0,856,0.423
cb64d6ca-f8db-5e7e-80d8-c09fe4e112ff,39528b04-32b4-55aa-ad85-a784499f43fd,Sainsburys,Sainsburys Local,352.0,412.0,509.0,138.0,1194.0,501,0.382
cb64d6ca-f8db-5e7e-80d8-c09fe4e112ff,,Sainsburys,,387.0,541.0,4092.0,138.0,13812.0,791,1.281
8de3e17c-8384-48a4-9904-5bb5f25fea36,87007f0e-dcec-4e08-a0ba-6dcf05fe9d5f,McDonald's,McDonald's,455.5,583.0,742.0,196.0,1473.0,291,0.389
568591fd-ed88-52eb-906e-6f5dcde0cb5e,6cf0f1d8-35ef-581f-873c-f40059ced078,Asda,Asda Superstore,6700.5,7876.0,9627.0,2373.0,16347.0,131,0.307
568591fd-ed88-52eb-906e-6f5dcde0cb5e,,Asda,,3111.5,6700.5,8720.5,108.0,16347.0,196,0.578
2cbd55e5-823e-4511-96fa-d9304d1ebc90,a28a6eb9-e29e-45eb-8470-4d56aa166a91,Well Pharmacy,Well Pharmacy,83.0,111.5,158.8,53.0,404.0,134,0.505
2cbd55e5-823e-4511-96fa-d9304d1ebc90,,Well Pharmacy,,83.0,111.5,158.8,53.0,404.0,134,0.505
5914dace-d0f3-4773-bec9-f0586a16ee05,21da536e-4147-4ddd-a567-f5cbc7db7b05,Three,Three,108.0,153.0,231.0,11.0,1320.0,253,0.792
5914dace-d0f3-4773-bec9-f0586a16ee05,,Three,,108.0,153.0,231.0,11.0,1320.0,253,0.792
649f5b43-9f4d-52a3-8adb-35611e1cabde,1b9db5b8-6b30-52fb-8e80-a7d5a856a691,The Co-operative Group,The Co-operative Food,295.0,371.0,490.0,134.0,1183.0,860,0.492
649f5b43-9f4d-52a3-8adb-35611e1cabde,,The Co-operative Group,,295.0,371.0,490.0,134.0,1183.0,860,0.492
8cc6ec48-3349-4973-8ace-1b8e699e3f3f,c769daa0-0630-4b08-9b77-aed633533734,Wagamama,Wagamama,331.2,429.5,539.5,158.0,1071.0,74,0.397
8cc6ec48-3349-4973-8ace-1b8e699e3f3f,,Wagamama,,331.2,429.5,539.5,158.0,1071.0,74,0.397
902f826b-96d5-5c8a-9188-3db46146456e,0fea3e4e-927f-5d80-b039-ebac8675c823,Booths,Booths,2255.0,2817.0,3110.0,1382.0,3527.0,13,0.224
902f826b-96d5-5c8a-9188-3db46146456e,,Booths,,2255.0,2817.0,3110.0,1382.0,3527.0,13,0.224
ebbf0853-fb50-4ed1-8662-2a105784b243,67a4d2f4-b739-482b-afae-fdf4be2ed7cf,Marston's,Marston's,296.8,385.0,503.5,138.0,1285.0,160,0.446
ebbf0853-fb50-4ed1-8662-2a105784b243,,Marston's,,296.8,385.0,503.5,138.0,1285.0,160,0.446
b61827c1-9c6b-524b-8150-dda412e381c3,23bb3f6c-064f-5407-b696-2f00e2d59414,Heron,Heron,339.5,440.0,598.5,136.0,1105.0,151,0.439
b61827c1-9c6b-524b-8150-dda412e381c3,,Heron,,338.8,440.0,597.8,136.0,1105.0,152,0.44
344e9622-c406-5164-876e-a0abac81d815,8daa2922-afe8-5bd0-92a6-5a5e0264893d,Spar,Spar,162.0,244.0,342.0,84.0,749.0,741,0.513
344e9622-c406-5164-876e-a0abac81d815,,Spar,,162.0,244.0,342.0,84.0,749.0,741,0.513
e857a28d-a53f-4411-81da-d734cc84b2bf,10b4c09e-119c-4a40-8ef1-c1ce2373a9a7,David Lloyd,David Lloyd,5511.8,9158.0,10558.0,3651.0,22786.0,70,0.413
e857a28d-a53f-4411-81da-d734cc84b2bf,,David Lloyd,,5511.8,9158.0,10558.0,3651.0,22786.0,70,0.413
b3c75b88-53a2-48a3-b2d4-cd0ba84cba92,23ec2359-06a9-4533-91d3-4b68d4a167ab,Premier Inn,Premier Inn,2330.0,3410.0,4633.0,1056.0,9297.0,275,0.514
b3c75b88-53a2-48a3-b2d4-cd0ba84cba92,,Premier Inn,,2330.0,3410.0,4633.0,1056.0,9297.0,275,0.514
36fc4be2-44a3-4833-a171-2855ab7de425,d3b5b4b0-9115-4177-8870-542e07ffe7bd,Nando's,Nando's,307.8,351.5,419.5,137.0,985.0,228,0.335
36fc4be2-44a3-4833-a171-2855ab7de425,,Nando's,,307.8,351.5,419.5,137.0,985.0,228,0.335
5ced0d4d-166f-5df8-8652-1c334602b7b8,7848b253-8fa6-51d3-8b70-f43352d7033c,Midcounties Co-operative,The Co-operative Food,223.2,325.5,441.8,58.0,1787.0,104,0.741
5ced0d4d-166f-5df8-8652-1c334602b7b8,,Midcounties Co-operative,,223.2,325.5,441.8,58.0,1787.0,104,0.741
2f90cb73-573a-5660-a854-07428d45c439,2291f534-698c-56cf-aae6-796a195caf9f,Iceland,Iceland,670.2,823.5,1040.5,280.0,2423.0,430,0.383
2f90cb73-573a-5660-a854-07428d45c439,,Iceland,,699.5,889.0,1135.0,280.0,2423.0,527,0.382
ffa03653-2689-4918-bad9-dbdd35caaade,c63119b1-718c-4e19-907f-32a40ede14f7,Starbucks,Starbucks,154.5,195.0,250.0,63.0,563.0,379,0.41
ffa03653-2689-4918-bad9-dbdd35caaade,,Starbucks,,156.5,183.0,238.0,61.0,563.0,491,0.4
fb70574b-2aff-4132-94aa-ddd7734750f6,9143e955-d095-4a21-b114-051817eb911a,Specsavers,Specsavers,170.0,236.0,315.5,107.0,946.0,192,0.527
fb70574b-2aff-4132-94aa-ddd7734750f6,,Specsavers,,170.0,236.0,315.5,107.0,946.0,192,0.527
7c575ecf-eebb-47c3-adf4-2c0d525c2db3,aa1e77c3-802f-4ef0-b881-d819663cb156,Screwfix,Screwfix,431.0,539.5,707.2,203.0,1519.0,416,0.37
7c575ecf-eebb-47c3-adf4-2c0d525c2db3,,Screwfix,,431.0,539.5,707.2,203.0,1519.0,416,0.37
0b252a25-c3aa-5edb-b1ad-92704ad3bafa,4f7cd3b2-f205-5d59-bf55-5b0c3e8a0d8f,Scottish Midland Co-operative,The Co-operative Food,104.0,222.0,318.0,37.0,1193.0,53,0.866
0b252a25-c3aa-5edb-b1ad-92704ad3bafa,,Scottish Midland Co-operative,,104.0,222.0,318.0,37.0,1193.0,53,0.866
45059750-da36-51f4-948f-29b83102b471,91a16d23-3b0f-5618-90a7-2a150029caee,Tesco,Tesco Express,304.0,367.0,428.5,130.0,1126.0,887,0.396
45059750-da36-51f4-948f-29b83102b471,,Tesco,,345.8,446.0,4204.8,130.0,25344.0,1400,1.377
743edf75-58be-49c2-b39c-0faec73fa1dc,54cb8b9f-0986-4c12-abee-a0aba0f4ab87,Subway,Subway,73.0,96.0,133.0,35.0,306.0,510,0.476
743edf75-58be-49c2-b39c-0faec73fa1dc,,Subway,,73.0,96.0,133.0,35.0,306.0,510,0.476
a5f6cacf-ab5b-44cb-9110-1dd46b043c57,40eb2492-8067-4bf4-86a2-dd2c3e7cdcad,Franco Manca,Franco Manca,170.0,243.0,314.0,42.0,576.0,57,0.48
a5f6cacf-ab5b-44cb-9110-1dd46b043c57,,Franco Manca,,170.0,243.0,314.0,42.0,576.0,57,0.48
baa22f66-d6c1-4137-80f2-9d453554e1ca,3e85bfed-4242-45ba-9cae-09d8a074bb3e,Virgin Active,Virgin Active,3070.5,3840.0,4583.0,2384.0,5982.0,11,0.291
baa22f66-d6c1-4137-80f2-9d453554e1ca,,Virgin Active,,3070.5,3840.0,4583.0,2384.0,5982.0,11,0.291
67ba942b-0e73-4f98-8101-d5b2cbae8efa,494542db-7fca-4414-9171-d63cb97df65a,Papa John's,Papa John's,84.5,108.0,134.5,39.0,302.0,143,0.477
67ba942b-0e73-4f98-8101-d5b2cbae8efa,,Papa John's,,84.5,108.0,134.5,39.0,302.0,143,0.477
539ec645-e07d-4e40-9d28-5b445ff46414,5b4f6fba-b7cb-475b-b6ac-ca281280262d,TK Maxx,TK Maxx,1873.0,2357.0,3197.5,910.0,6886.0,162,0.394
539ec645-e07d-4e40-9d28-5b445ff46414,,TK Maxx,,1873.0,2357.0,3197.5,910.0,6886.0,162,0.394
b324318f-71de-5ae7-bdb8-113b5383ccdf,28dfeaee-70b9-559f-bded-04329cf782f2,Waitrose,Waitrose,2564.2,3107.0,3558.5,1072.0,8611.0,120,0.298
b324318f-71de-5ae7-bdb8-113b5383ccdf,,Waitrose,,2086.2,2903.0,3461.0,315.0,8611.0,154,0.47
45059750-da36-51f4-948f-29b83102b471,277a03fc-0a6b-56e7-9102-4dff43461324,Tesco,Tesco,3079.0,4442.0,6148.0,1488.0,11174.0,361,0.438
bb41d2fb-6cc5-4a4d-9205-b5a5646dea31,4868a350-3fd7-425b-b6f2-a249a71147b4,River Island,River Island,917.0,1074.0,1462.5,440.0,2766.0,51,0.411
bb41d2fb-6cc5-4a4d-9205-b5a5646dea31,,River Island,,917.0,1074.0,1462.5,440.0,2766.0,51,0.411
ffa03653-2689-4918-bad9-dbdd35caaade,50309d55-45ae-47d8-82a8-3c12bc8fac5b,Starbucks,Starbucks Drive-Thru,161.8,172.0,184.0,61.0,407.0,112,0.289
77c55a35-9e5c-5bf0-b288-d5effae49af7,5e9dcc85-1212-5ab5-a95c-b6b86880e938,Cook,Cook,87.0,113.5,155.2,58.0,1425.0,74,1.138
77c55a35-9e5c-5bf0-b288-d5effae49af7,,Cook,,87.0,113.5,155.2,58.0,1425.0,74,1.138
8d27a15d-6bd9-4525-9131-07f96114d3f3,be130a8e-c11d-49c5-a420-478f6ab45388,Greggs,Greggs,88.0,124.5,194.2,40.0,347.0,448,0.509
8d27a15d-6bd9-4525-9131-07f96114d3f3,,Greggs,,88.0,124.5,194.2,40.0,347.0,448,0.509
69d4e9f4-d809-458d-a11c-f5b39f5bc870,a5367623-2e3c-49b9-a878-a6b4d3f15d8b,Zara,Zara,1679.5,2188.0,3066.0,768.0,5089.0,23,0.437
69d4e9f4-d809-458d-a11c-f5b39f5bc870,,Zara,,1679.5,2188.0,3066.0,768.0,5089.0,23,0.437
883bb401-ea4b-4fd4-9c27-0e4586af2a5d,7893445e-396c-4d58-ad5e-9577b81d07fa,The Range,The Range,3325.0,4391.0,5617.0,2561.0,10561.0,37,0.365
883bb401-ea4b-4fd4-9c27-0e4586af2a5d,,The Range,,3325.0,4391.0,5617.0,2561.0,10561.0,37,0.365
4ff42271-9f42-54f9-ba8a-a554508c1630,e41ebdba-1f88-5006-883d-fec43386c9a9,Central England Co-operative,The Co-operative Food,372.0,433.0,496.0,212.0,875.0,73,0.272
4ff42271-9f42-54f9-ba8a-a554508c1630,,Central England Co-operative,,372.0,433.0,496.0,212.0,875.0,73,0.272
30034d42-f9c3-42a7-a44b-99c5b80d4d31,487e46d9-8875-4260-9987-8ab968ca1937,Energie Fitness,Energie Fitness,433.8,571.5,687.5,136.0,1105.0,8,0.518
30034d42-f9c3-42a7-a44b-99c5b80d4d31,,Energie Fitness,,433.8,571.5,687.5,136.0,1105.0,8,0.518
45059750-da36-51f4-948f-29b83102b471,44832480-9ef0-55c2-86ff-cfd430aeee41,Tesco,Tesco Extra,8584.0,9773.5,11560.5,3643.0,25344.0,152,0.292
049008d5-bb0f-54fa-8c97-38503532b05e,f0c8f6ea-a54a-58f4-aa28-d7d8b3867cba,Morrisons,Morrisons Daily,145.0,206.0,286.2,82.0,718.0,660,0.491
2f0e5ff1-2235-4089-b5ef-03c0a21601c0,c313e46b-6de8-4adf-9083-4f4764888c19,Wickes,Wickes,2322.5,2532.0,2909.0,990.0,7573.0,111,0.298
2f0e5ff1-2235-4089-b5ef-03c0a21601c0,,Wickes,,2322.5,2532.0,2909.0,990.0,7573.0,111,0.298
cb64d6ca-f8db-5e7e-80d8-c09fe4e112ff,3fca3ab1-2181-597c-a16c-7936192fc2a6,Sainsburys,Sainsburys,3650.5,5811.5,8137.5,1613.0,13812.0,290,0.468
4526b7c8-1c10-45a3-abc6-d97f6c6de032,9f227fef-8b9b-425e-a7bf-fa53b7b7e004,KFC,KFC,130.8,199.0,268.5,82.0,703.0,112,0.525
4526b7c8-1c10-45a3-abc6-d97f6c6de032,,KFC,,130.8,199.0,268.5,82.0,703.0,112,0.525
11a80cda-0453-5c6a-a7ce-ef4c71afe412,7f6205e2-8d70-5be7-b256-6b754938c059,Marks and Spencer,Marks and Spencer Simply Food,1080.0,1442.0,1693.5,492.0,3939.0,96,0.424
6d55c938-b6e1-4c3b-9d73-d5eb33408143,705c7a50-bb18-4f25-82d0-b7148292a77e,Pizza Express,PizzaExpress,238.5,302.0,362.5,103.0,836.0,155,0.387
6d55c938-b6e1-4c3b-9d73-d5eb33408143,,Pizza Express,,238.5,302.0,362.5,103.0,836.0,155,0.387
6fcc4f07-b2e7-5350-84ba-bf4a92976a07,d6378a0d-a8b5-57a0-b133-e567f02a09e8,The Southern Co-operative,The Co-operative Food,243.0,327.0,381.0,130.0,921.0,121,0.464
6fcc4f07-b2e7-5350-84ba-bf4a92976a07,,The Southern Co-operative,,243.0,327.0,381.0,130.0,921.0,121,0.464
3d556538-f931-4252-8ade-e592c3bafbcb,5f30b396-1a80-4745-bf60-d006ae9e6f83,Kwik Fit,Kwik Fit,388.5,455.0,667.5,176.0,1201.0,119,0.402
3d556538-f931-4252-8ade-e592c3bafbcb,,Kwik Fit,,388.5,455.0,667.5,176.0,1201.0,119,0.402
11a80cda-0453-5c6a-a7ce-ef4c71afe412,45628f6d-2588-531b-8f5d-5e09710a5262,Marks and Spencer,Marks and Spencer Foodhall,1066.5,1393.0,1570.0,458.0,2992.0,59,0.342
d609423c-85d5-4006-9833-8a30eef8a8df,cadada6c-cd70-4fee-8e8a-952bac725ff0,O2,O2,152.8,210.5,276.8,66.0,577.0,216,0.454
d609423c-85d5-4006-9833-8a30eef8a8df,,O2,,152.8,210.5,276.8,66.0,577.0,216,0.454
24ad60a4-62c4-4440-9aa1-8e447a940544,62ec95df-eee5-49ae-9945-122e70c6cbf4,The Gym Group,The Gym Group,1035.0,1312.0,1579.0,482.0,2637.0,113,0.327
24ad60a4-62c4-4440-9aa1-8e447a940544,,The Gym Group,,1035.0,1312.0,1579.0,482.0,2637.0,113,0.327
9d543247-db5e-4ba9-87f3-3fe26e712db5,888bbff5-a082-4397-8b90-4f969709ec94,Bannatyne,Bannatyne,2118.0,2411.0,3261.0,1270.0,5152.0,25,0.327
9d543247-db5e-4ba9-87f3-3fe26e712db5,,Bannatyne,,2118.0,2411.0,3261.0,1270.0,5152.0,25,0.327
455410bb-10b9-4017-9859-8b35c1a08165,a99cc58b-e0cc-4fcf-80b0-23363e68259e,Caffè Nero,Caffè Nero,132.5,199.0,281.5,51.0,608.0,119,0.506
455410bb-10b9-4017-9859-8b35c1a08165,,Caffè Nero,,132.5,199.0,281.5,51.0,608.0,119,0.506
cfa1519b-1b0b-45b8-b2ed-fc92ac20acbf,9cb83386-14c2-4298-baf9-213a0ae5b143,Home Bargains,Home Bargains,1038.0,1453.0,1946.0,658.0,3899.0,101,0.448
cfa1519b-1b0b-45b8-b2ed-fc92ac20acbf,,Home Bargains,,1038.0,1453.0,1946.0,658.0,3899.0,101,0.448
1dbaafad-b6b5-472e-ad16-cbde06b47eb0,ff11bfe2-8933-4ba9-944b-2f193e95e8ab,Leon,Leon,136.0,181.0,237.5,85.0,841.0,30,0.757
1dbaafad-b6b5-472e-ad16-cbde06b47eb0,,Leon,,136.0,181.0,237.5,85.0,841.0,30,0.757
238eb0a0-601f-48dd-8bb5-4bbb586a9580,b1717744-8077-46ad-9a2c-5eca48b0ba7b,Vodafone,Vodafone,105.0,149.0,221.5,52.0,389.0,151,0.472
238eb0a0-601f-48dd-8bb5-4bbb586a9580,,Vodafone,,105.0,149.0,221.5,52.0,389.0,151,0.472
7b168dd8-c2b1-40a9-af49-172a22127b2a,209a436a-b5c1-40f7-a5a3-b1612df23d8c,Shurgard,Shurgard,3371.8,6258.0,7982.5,2065.0,11143.0,44,0.421
7b168dd8-c2b1-40a9-af49-172a22127b2a,,Shurgard,,3371.8,6258.0,7982.5,2065.0,11143.0,44,0.421
9cf610cb-8f94-4019-8f8e-b60f330d2e30,05fdf9c5-8b8d-4edc-bece-e53609dec255,EE,EE,122.0,172.0,239.5,44.0,1464.0,239,0.753
9cf610cb-8f94-4019-8f8e-b60f330d2e30,,EE,,122.0,172.0,239.5,44.0,1464.0,239,0.753
2274a828-b18c-562c-a09d-337deaa44b5f,b585df65-93b9-5064-9df7-15e9f7b05790,Budgens,Budgens,185.0,266.0,354.0,117.0,1021.0,181,0.569
2274a828-b18c-562c-a09d-337deaa44b5f,,Budgens,,185.0,266.0,354.0,117.0,1021.0,181,0.569
e9f5127d-c3b7-4542-8785-76b73a17bbc7,c95c6601-12a0-48ba-b42b-e4ae83bf05d2,Pandora,Pandora,111.5,159.0,202.5,61.0,473.0,47,0.549
e9f5127d-c3b7-4542-8785-76b73a17bbc7,,Pandora,,111.5,159.0,202.5,61.0,473.0,47,0.549
cd533bd3-d71a-4a38-8efa-f8d5c65fd841,2599b6b0-2bbc-4fb8-97c8-4a008a89a0cc,Cornish Bakery,Cornish Bakery,141.8,288.5,406.2,51.0,954.0,24,0.688
cd533bd3-d71a-4a38-8efa-f8d5c65fd841,,Cornish Bakery,,141.8,288.5,406.2,51.0,954.0,24,0.688
cbf76d76-7cc5-401a-9f82-78e9813f7b3e,a28d30e8-0ef2-46b2-bc13-7f7db2568568,Next,Next,1326.5,1823.5,2814.5,699.0,5971.0,188,0.556
cbf76d76-7cc5-401a-9f82-78e9813f7b3e,,Next,,1326.5,1823.5,2814.5,699.0,5971.0,188,0.556
b324318f-71de-5ae7-bdb8-113b5383ccdf,ee3e08ec-bb0c-5f85-8e2d-b1bbf275b0e8,Waitrose,Little Waitrose,468.0,593.0,904.0,315.0,1535.0,28,0.46
3099c7f2-e24f-4d73-a21a-31a8cc9971f6,532c6ce6-04c2-43b9-bdcb-c9cdbc3859cb,Sports Direct,Sports Direct,965.5,1465.0,1913.0,460.0,4101.0,200,0.518
3099c7f2-e24f-4d73-a21a-31a8cc9971f6,,Sports Direct,,965.5,1465.0,1913.0,460.0,4101.0,200,0.518
3e0e825f-6865-40a3-acf0-9145f7061183,0df0ae86-8895-41ac-8438-3998a9a5a0e6,Toolstation,Toolstation,381.2,446.5,522.0,192.0,1232.0,146,0.312
3e0e825f-6865-40a3-acf0-9145f7061183,,Toolstation,,381.2,446.5,522.0,192.0,1232.0,146,0.312
678d4dea-f80a-469d-a76d-4ac5b4aa6571,849c27bb-6234-431f-a506-e5b7ebd5ad47,Blank Street Coffee,Blank Street Coffee,88.0,104.0,154.2,36.0,503.0,18,0.77
678d4dea-f80a-469d-a76d-4ac5b4aa6571,,Blank Street Coffee,,88.0,104.0,154.2,36.0,503.0,18,0.77
005e0955-11b2-4206-8fac-c677f44780de,8ef5ee63-4dd9-449f-b71b-2c740eb295e8,Safestore,Safestore,4406.0,5468.0,6100.0,2055.0,11950.0,33,0.388
005e0955-11b2-4206-8fac-c677f44780de,,Safestore,,4406.0,5468.0,6100.0,2055.0,11950.0,33,0.388
6db9370c-b948-4f63-9469-d43534ee8e5f,71549876-4ec6-47e5-b3ea-9e2c9dbabaa3,JD Gyms,JD Gyms,1704.2,2292.0,3270.0,172.0,7331.0,14,0.689
6db9370c-b948-4f63-9469-d43534ee8e5f,,JD Gyms,,1704.2,2292.0,3270.0,172.0,7331.0,14,0.689
bf4157c4-55e7-465b-8c77-d559487a0830,f4264258-2bdc-4982-8648-e1202c28c337,PureGym,PureGym,909.5,1230.0,1560.5,407.0,3029.0,126,0.405
bf4157c4-55e7-465b-8c77-d559487a0830,,PureGym,,909.5,1230.0,1560.5,407.0,3029.0,126,0.405
a2936fb5-2f43-440f-9c23-6749ac1990a4,e30eafce-d9c1-494f-9228-8e8f9368c1bd,Vets4Pets,Vets4Pets,192.0,271.0,728.0,109.0,3817.0,21,1.43
a2936fb5-2f43-440f-9c23-6749ac1990a4,,Vets4Pets,,192.0,271.0,728.0,109.0,3817.0,21,1.43
a6484d11-d085-43dd-8c3f-101dcbbfd73b,9aafa804-588b-4ec1-9f44-bc2071b06fa9,Bird & Blend,Bird & Blend,70.0,126.5,166.8,49.0,464.0,16,0.751
a6484d11-d085-43dd-8c3f-101dcbbfd73b,,Bird & Blend,,70.0,126.5,166.8,49.0,464.0,16,0.751
d08602bb-409b-472a-8b27-17e23a0dfc67,cbc394d7-f5e7-47db-be91-dc33867e65b7,Five Guys,Five Guys,259.0,329.0,414.0,41.0,5356.0,97,1.48
d08602bb-409b-472a-8b27-17e23a0dfc67,,Five Guys,,259.0,329.0,414.0,41.0,5356.0,97,1.48
2e7547e9-af82-43d1-99c5-07e602a66042,7fd43140-a3c6-4264-b4a4-51346c15b8a6,Go Outdoors,Go Outdoors,352.2,428.5,522.8,205.0,2569.0,12,1.069
2e7547e9-af82-43d1-99c5-07e602a66042,,Go Outdoors,,352.2,428.5,522.8,205.0,2569.0,12,1.069
b324318f-71de-5ae7-bdb8-113b5383ccdf,2daf2d09-3d8d-5201-91e8-1078c4335d9b,Waitrose,Waitrose MSA,2509.2,2959.5,3101.5,2012.0,5080.0,6,0.345
0c1a9f3a-63ca-4697-b0e4-745e84a66a28,f01accee-e808-45fd-81b1-0ae018c8b23f,MFG EV Power,MFG EV Power,78.0,135.5,269.0,53.0,11457.0,46,2.437
0c1a9f3a-63ca-4697-b0e4-745e84a66a28,,MFG EV Power,,78.0,135.5,269.0,53.0,11457.0,46,2.437
a409e639-9fdc-4691-84b7-37d5aaa634b4,d8a10adc-804f-4c6f-b5c2-7dcf3d55a91e,Prezzo,Prezzo,279.0,350.0,451.8,37.0,1136.0,50,0.477
a409e639-9fdc-4691-84b7-37d5aaa634b4,,Prezzo,,279.0,350.0,451.8,37.0,1136.0,50,0.477
8540c2da-3d9f-45ae-92c2-1a7f799c94d7,6766787c-037e-4e27-b4bd-224e43bc4d58,H&M,H&M,1485.5,1865.0,2432.0,663.0,5030.0,71,0.462
8540c2da-3d9f-45ae-92c2-1a7f799c94d7,,H&M,,1485.5,1865.0,2432.0,663.0,5030.0,71,0.462
3fc73495-9bd2-476b-9ec7-d7454d116235,9abfe722-5dee-4c75-93ab-931bdde1b3d9,Honest Burgers,Honest Burgers,124.5,172.0,260.2,58.0,664.0,52,0.631
3fc73495-9bd2-476b-9ec7-d7454d116235,,Honest Burgers,,124.5,172.0,260.2,58.0,664.0,52,0.631
568591fd-ed88-52eb-906e-6f5dcde0cb5e,1a1979e3-deae-5120-a41c-116a47a036e1,Asda,Asda Supermarket,1306.0,2064.0,2949.0,683.0,5098.0,49,0.509
2f90cb73-573a-5660-a854-07428d45c439,dce284df-01b2-5ede-86f9-53b0deb4561c,Iceland,The Food Warehouse,1032.0,1167.0,1415.0,380.0,2287.0,97,0.279
568591fd-ed88-52eb-906e-6f5dcde0cb5e,d3fec514-eb54-5a29-ad74-d907ef6a7792,Asda,Asda Living,3035.0,3347.0,3481.2,2268.0,3654.0,10,0.142
786fbdab-5fb9-4078-a8d5-1bd253b6db83,986f209a-019d-4897-9374-17cab3c0ffb5,Burger King,Burger King,208.0,311.0,428.5,96.0,718.0,87,0.491
786fbdab-5fb9-4078-a8d5-1bd253b6db83,,Burger King,,202.0,259.0,347.0,96.0,718.0,157,0.471
9c7dbb4a-f781-4bc9-8d9b-4418734eebe3,69ef7d59-0e1d-4705-b2b3-c7b19bf1e183,Gail's,Gail's,140.8,196.5,274.2,47.0,931.0,84,0.651
