Intermediate Zone - Data Zone 2011,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01008471,330,96,87,55,47,28,8,2,4
S01008472,266,88,69,47,31,20,4,2,1
S01008473,255,95,68,46,31,9,6,1,0
S01008474,436,241,102,55,28,10,0,0,0
S01008475,322,163,90,35,28,7,0,0,0
S01008476,398,208,116,46,23,5,0,0,0
S01008477,440,225,152,42,15,5,0,0,0
S01008478,638,318,211,53,32,18,0,0,3
S01008479,396,165,148,55,20,8,1,0,0
S01008480,274,97,85,47,39,5,0,1,0
S01008481,499,157,163,91,56,13,10,1,0
S01008482,283,130,97,23,18,14,0,0,0
S01008483,306,131,100,43,23,7,1,0,0
S01008484,303,79,112,51,49,5,1,4,0
S01008485,463,142,153,78,63,17,5,4,0
S01008486,460,228,147,50,29,4,1,0,0
S01008487,530,238,210,46,30,3,1,3,0
S01008488,443,199,161,48,31,4,3,1,0
S01008489,340,132,128,47,24,6,2,0,0
S01008490,486,245,168,43,25,3,4,0,1
S01008491,494,236,165,46,33,8,2,1,3
S01008492,693,318,239,94,35,6,0,2,0
S01008493,553,247,172,90,33,7,4,0,0
S01008494,625,434,134,27,24,5,1,0,0
S01008495,615,375,205,28,7,0,0,0,0
S01008496,618,376,192,39,10,0,0,0,0
S01008497,570,382,155,24,5,1,0,0,0
S01008498,523,288,183,34,14,3,0,0,1
S01008499,554,306,200,35,11,1,0,2,0
S01008500,228,116,60,21,14,7,3,0,0
S01008501,312,106,149,29,21,6,0,0,0
S01008502,393,187,152,40,9,5,0,0,0
S01008503,430,163,192,44,28,3,0,0,0
S01008504,538,223,160,84,58,11,1,0,0
S01008505,329,118,125,51,29,4,0,1,1
S01008506,495,225,177,52,28,4,1,1,0
S01008507,459,161,187,58,41,11,1,0,0
S01008508,326,91,126,44,48,15,2,0,0
S01008509,533,199,212,62,53,6,0,0,0
S01008510,391,106,168,58,46,7,0,0,0
S01008511,354,73,152,55,61,10,2,0,2
S01008512,205,36,86,35,38,8,0,0,3
S01008513,249,52,96,36,54,7,1,1,0
S01008514,429,153,156,49,57,11,1,0,0
S01008515,334,89,119,46,64,12,3,2,0
S01008516,631,375,172,42,31,6,1,0,0
S01008517,414,174,154,49,27,7,1,0,0
S01008518,381,105,141,72,47,12,4,0,0
S01008519,330,80,128,46,59,17,1,0,0
S01008520,425,98,173,54,74,19,5,1,0
S01008521,343,54,131,59,75,23,2,0,0
S01008522,254,72,98,47,31,5,0,0,0
S01008523,455,157,175,53,55,16,0,1,0
S01008524,466,220,143,55,33,12,1,0,1
S01008525,407,202,79,68,32,15,4,1,1
S01008526,445,189,152,51,37,11,1,2,1
S01008527,330,124,115,52,25,11,3,0,0
S01008528,302,92,104,47,49,8,5,0,1
S01008529,371,122,133,57,45,12,1,2,0
S01008530,386,174,110,53,27,19,1,0,1
S01008531,393,189,105,50,38,8,3,0,0
S01008532,210,88,55,33,23,9,2,0,0
S01008533,162,33,56,22,28,18,2,3,0
S01008534,267,67,106,44,36,8,2,1,0
S01008535,283,84,114,39,35,7,4,0,0
S01008536,262,77,93,38,43,9,2,0,0
S01008537,280,59,124,39,46,13,1,0,0
S01008538,239,55,126,28,28,5,0,1,0
S01008539,346,91,142,51,49,6,1,1,0
S01008540,374,90,144,69,61,9,1,0,0
S01008541,327,57,119,51,83,13,5,0,0
S01008542,606,97,189,119,161,37,2,1,0
S01008543,256,36,96,51,60,17,1,0,0
S01008544,212,28,86,36,45,15,0,0,0
S01008545,333,76,143,50,51,11,0,0,0
S01008546,338,72,165,43,42,9,3,0,0
S01008547,455,126,184,86,45,12,3,2,0
S01008548,580,141,198,125,80,29,7,1,2
S01008549,1913,422,745,403,260,68,11,1,3
S01008550,342,118,143,41,31,4,2,0,0
S01008551,504,235,172,63,25,7,1,0,0
S01008552,381,134,164,33,41,15,2,1,0
S01008553,329,129,98,51,27,15,9,0,0
S01008554,364,84,99,71,49,34,11,4,6
S01008555,451,199,133,60,39,11,4,2,2
S01008556,365,126,104,72,37,18,7,0,2
S01008557,646,256,193,94,66,25,6,4,0
S01008558,381,145,116,51,35,18,7,5,0
S01008559,286,94,95,49,30,15,4,0,2
S01008560,316,90,96,63,42,15,6,1,1
S01008561,275,85,93,41,32,12,4,0,4
S01008562,498,293,102,62,25,8,1,3,0
S01008563,399,143,145,60,30,14,2,1,2
S01008564,307,152,84,39,22,7,1,0,0
S01008565,473,207,135,62,57,12,3,0,0
S01008566,439,127,150,77,51,24,7,2,0
S01008567,286,73,83,67,36,18,7,1,1
S01008568,357,114,124,56,37,19,4,0,0
S01008569,383,258,75,32,9,6,0,0,0
S01008570,396,167,116,53,41,14,0,2,1
S01008571,334,121,122,42,34,17,2,0,0
S01008572,319,96,108,60,42,10,3,0,0
S01008573,286,87,96,51,39,9,4,1,1
S01008574,289,73,128,39,35,11,0,3,0
S01008575,325,96,136,52,36,9,1,0,0
S01008576,395,165,166,36,24,5,2,0,0
S01008577,429,163,173,40,40,9,4,0,0
S01008578,292,60,132,41,48,11,0,0,0
S01008579,635,197,274,84,69,14,5,0,0
S01008580,258,102,90,40,21,8,1,0,0
S01008581,481,205,168,71,29,6,2,0,0
S01008582,473,179,157,65,40,18,11,1,3
S01008583,352,157,102,49,27,11,3,1,0
S01008584,373,149,115,53,33,16,6,1,0
S01008585,238,61,68,59,32,10,3,4,0
S01008586,410,148,121,71,51,20,2,0,0
S01008587,328,96,114,50,50,17,1,2,2
S01008588,343,121,103,49,47,15,3,4,0
S01008589,173,50,53,25,39,8,1,2,0
S01008590,415,186,128,49,40,11,0,0,0
S01008591,312,82,113,55,37,18,2,2,1
S01008592,363,96,138,63,55,12,1,1,0
S01008593,319,70,116,41,71,14,8,1,0
S01008594,481,149,180,78,52,16,6,1,1
S01008595,523,301,158,35,25,4,3,0,0
S01008596,447,181,173,62,27,7,1,0,0
S01008597,420,146,167,54,40,11,1,0,0
S01008598,321,95,97,57,50,18,3,2,3
S01008599,369,90,147,62,44,23,1,0,0
S01008600,301,56,105,46,54,29,3,1,7
S01008601,326,106,108,64,40,6,0,1,1
S01008602,318,146,114,33,19,5,0,0,0
S01008603,524,184,207,85,31,14,4,0,0
S01008604,420,156,161,53,33,9,6,1,0
S01008605,311,113,122,55,15,6,2,0,1
S01008606,323,83,114,49,51,17,4,0,4
S01008607,261,72,95,35,42,12,2,0,0
S01008608,310,90,127,39,40,16,1,0,0
S01008609,398,133,118,67,58,20,0,0,0
S01008610,374,158,98,56,53,8,1,0,0
S01008611,513,207,183,77,42,3,1,0,0
S01008612,346,120,151,42,24,11,3,1,0
S01008613,340,119,124,52,35,12,0,1,0
S01008614,294,95,105,48,34,10,0,0,1
S01008615,319,77,107,64,54,14,2,1,0
S01008616,255,41,89,66,55,3,1,0,0
S01008617,270,55,54,62,74,17,5,0,1
S01008618,246,39,60,77,55,8,5,0,0
S01008619,194,42,53,35,55,7,3,0,0
S01008620,276,35,71,82,59,13,7,1,2
S01008621,256,57,60,66,51,16,2,1,0
S01008622,196,62,51,27,39,11,3,0,1
S01008623,341,92,99,52,71,29,3,0,1
S01008624,356,133,112,55,46,5,1,0,0
S01008625,241,52,98,41,30,18,2,0,0
S01008626,382,95,158,61,45,20,3,0,0
S01008627,252,52,96,35,44,16,4,3,1
S01008628,271,97,105,33,31,4,0,0,0
S01008629,295,110,103,44,36,4,2,0,0
S01008630,314,128,113,32,29,9,3,0,0
S01008631,465,212,175,47,27,7,0,0,0
S01008632,375,204,136,16,14,2,2,0,0
S01008633,413,151,143,45,57,15,2,1,0
S01008634,286,54,98,49,62,15,4,2,0
S01008635,405,137,136,52,54,19,3,3,3
S01008636,315,97,110,46,51,10,3,0,0
S01008637,392,140,149,53,39,11,0,0,0
S01008638,330,143,91,48,33,9,4,1,2
S01008639,445,180,154,47,35,24,2,0,1
S01008640,394,131,159,53,40,10,0,1,0
S01008641,364,105,120,72,44,24,1,1,0
S01008642,407,124,167,69,40,8,0,0,1
S01008643,322,109,107,61,27,11,6,1,0
S01008644,389,152,137,45,44,7,0,1,0
S01008645,348,111,121,46,54,12,3,0,0
S01008646,493,232,177,45,28,8,1,0,0
S01008647,370,180,143,29,12,3,0,0,0
S01008648,318,128,147,28,14,0,0,0,0
S01008649,538,327,172,29,4,4,0,0,0
S01008650,436,237,150,30,17,2,0,0,0
S01008651,614,388,170,37,16,2,0,1,0
S01008652,324,205,86,21,9,0,0,0,0
S01008653,380,215,121,26,7,5,1,0,0
S01008654,592,320,209,45,10,5,2,0,0
S01008655,459,216,161,55,24,3,0,0,0
S01008656,441,283,121,21,7,3,1,0,0
S01008657,351,163,116,47,28,1,0,0,0
S01008658,856,460,299,66,24,4,0,0,0
S01008659,444,214,145,57,14,13,1,0,0
S01008660,538,233,175,57,49,20,2,0,2
S01008661,433,189,157,56,22,8,1,0,0
S01008662,277,110,109,40,9,6,0,0,0
S01008663,436,185,150,51,25,26,1,1,1
S01008664,392,171,141,51,16,11,4,0,0
S01008665,652,314,224,54,51,10,0,0,1
S01008666,330,93,100,57,55,22,2,2,0
S01008667,512,204,147,73,57,22,3,0,0
S01008668,309,122,141,30,7,8,1,1,2
S01008669,131,19,22,18,49,21,5,0,0
S01008670,256,45,63,48,47,44,6,2,2
S01008671,323,94,105,66,41,15,2,0,0
S01008672,334,139,116,43,21,7,0,0,0
S01008673,1100,635,319,90,41,11,1,0,0
S01008674,378,167,123,55,23,6,7,1,0
S01008675,432,283,102,29,10,4,0,0,0
S01008676,360,139,143,38,28,6,7,0,1
S01008677,393,203,149,30,11,3,0,0,0
S01008678,391,176,162,25,19,8,1,0,0
S01008679,521,327,97,34,27,24,8,0,1
S01008680,350,132,116,56,32,14,0,0,0
S01008681,520,263,169,62,23,2,1,0,1
S01008682,415,223,137,31,17,2,5,0,0
S01008683,591,306,177,59,33,9,7,0,0
S01008684,589,310,189,52,25,7,2,0,0
S01008685,471,269,138,38,17,4,2,0,0
S01008686,634,382,186,38,22,3,0,3,0
S01008687,399,220,151,19,5,0,2,0,0
S01008688,506,289,174,27,9,3,0,0,0
S01008689,498,309,153,19,12,3,0,0,0
S01008690,786,382,304,70,27,5,0,1,0
S01008691,715,403,258,36,17,1,0,0,0
S01008692,818,372,317,89,30,6,4,0,1
S01008693,159,64,61,20,10,4,0,0,2
S01008694,518,229,218,51,20,2,0,0,0
S01008695,342,123,140,56,23,3,0,0,0
S01008696,276,64,118,53,29,8,1,0,0
S01008697,439,126,184,57,55,12,1,2,0
S01008698,196,62,70,25,31,7,2,0,0
S01008699,473,216,145,69,27,9,4,0,0
S01008700,261,80,113,31,22,12,1,0,0
S01008701,691,286,178,107,71,34,14,2,2
S01008702,300,136,116,34,12,3,0,0,0
S01008703,478,175,132,75,61,27,9,1,1
S01008704,1641,504,556,314,184,61,12,9,1
S01008705,367,147,129,48,28,8,3,1,3
S01008706,317,99,98,65,39,10,6,0,0
S01008707,392,167,85,67,42,14,10,2,1
S01008708,510,235,109,79,44,34,11,2,0
S01008709,272,72,92,54,34,14,6,1,0
S01008710,228,97,52,35,28,10,1,1,0
S01008711,393,189,103,56,31,9,4,1,0
S01008712,538,258,137,66,53,16,4,2,2
S01008713,253,106,69,51,27,6,0,0,0
S01008714,253,112,77,46,13,4,0,0,1
S01008715,352,174,97,40,27,9,3,0,2
S01008716,298,144,80,45,24,5,3,0,0
S01008717,204,50,83,33,28,4,2,0,4
S01008718,367,125,137,56,29,11,5,0,2
S01008719,451,117,169,90,54,17,6,2,1
S01008720,758,168,305,152,111,18,5,1,0
S01008721,327,70,130,63,52,9,1,2,0
S01008722,518,207,161,60,69,12,6,1,0
S01008723,309,113,116,45,28,6,1,0,0
S01008724,427,146,137,67,61,12,4,0,0
S01008725,300,94,101,46,43,9,1,1,0
S01008726,238,66,86,37,41,4,2,0,0
S01008727,455,169,147,69,51,13,2,0,0
S01008728,279,108,85,42,36,7,1,0,0
S01008729,277,68,110,41,49,8,1,0,0
S01008730,381,175,114,52,35,9,0,0,0
S01008731,253,120,71,42,16,2,0,0,0
S01008732,335,197,85,25,21,3,1,0,0
S01008733,839,382,323,83,42,8,1,0,0
S01008734,312,137,102,34,33,5,0,0,0
S01008735,389,83,141,62,79,15,8,0,2
S01008736,306,74,106,54,56,12,1,1,2
S01008737,285,66,108,49,45,15,1,1,0
S01008738,307,68,110,41,70,16,2,0,2
S01008739,292,108,97,46,25,12,4,0,0
S01008740,193,56,65,34,29,6,4,0,0
S01008741,410,108,141,66,80,15,2,1,1
S01008742,280,144,94,20,18,2,0,0,1
S01008743,451,193,141,58,51,5,4,2,0
S01008744,501,191,184,70,48,6,2,0,0
S01008745,237,104,83,28,17,5,0,0,0
S01008746,532,247,171,65,39,10,6,0,0
S01008747,207,72,74,30,23,4,3,0,0
S01008748,283,83,121,37,27,11,3,1,0
S01008749,437,102,194,65,51,14,4,3,1
S01008750,301,93,134,41,26,4,3,0,0
S01008751,274,97,98,45,24,5,1,0,0
S01008752,344,192,95,37,18,4,0,0,0
S01008753,298,164,89,26,16,4,0,0,0
S01008754,319,166,107,24,21,1,0,0,0
S01008755,619,362,162,62,25,5,2,0,0
S01008756,375,218,107,33,14,0,1,0,0
S01008757,322,194,85,26,13,4,0,0,0
S01008758,379,175,112,59,22,11,0,0,0
S01008759,302,157,90,38,12,4,0,1,0
S01008760,460,222,117,57,47,9,2,1,0
S01008761,248,70,89,56,27,1,5,0,0
S01008762,304,114,125,32,19,4,3,0,0
S01008763,429,151,172,69,34,2,1,0,0
S01008764,301,79,125,52,39,4,3,0,0
S01008765,403,148,159,45,41,6,2,0,2
S01008766,414,114,151,78,54,15,2,0,0
S01008767,249,93,93,34,26,3,2,0,0
S01008768,1157,481,461,121,73,19,4,0,0
S01008769,573,235,233,73,21,8,1,0,0
S01008770,463,169,176,76,32,4,2,0,0
S01008771,579,207,220,94,47,9,1,0,0
S01008772,387,158,139,49,29,9,2,0,0
S01008773,587,342,169,54,15,6,2,0,0
S01008774,562,247,185,61,46,18,5,1,0
S01008775,267,84,104,34,28,10,0,2,4
S01008776,402,218,126,37,15,1,4,0,0
S01008777,597,347,187,44,15,3,3,0,0
S01008778,660,326,277,39,17,1,0,0,0
S01008779,458,195,202,38,14,6,0,1,0
S01008780,237,101,108,23,3,3,0,0,0
S01008781,650,325,233,57,30,6,0,0,0
S01008782,405,196,157,34,18,5,0,0,0
S01008783,254,116,120,12,8,0,0,0,0
S01008784,244,120,106,10,7,0,0,0,0
S01008785,402,198,147,26,21,10,0,0,0
S01008786,561,291,205,43,20,0,0,0,0
S01008787,162,85,32,20,19,2,0,0,0
S01008788,412,212,152,38,9,0,2,0,0
S01008789,503,273,154,45,21,8,3,2,0
S01008790,340,156,115,34,24,7,0,0,0
S01008791,469,154,194,72,39,4,0,1,0
S01008792,474,211,182,45,29,4,2,0,0
S01008793,285,183,75,19,2,4,1,1,0
S01008794,529,275,167,55,20,9,4,0,0
S01008795,533,242,230,38,24,3,2,0,0
S01008796,591,317,201,40,19,7,3,2,0
S01008797,484,285,170,14,15,0,0,0,0
S01008798,536,303,190,29,9,4,0,0,0
S01008799,327,126,123,45,25,8,0,0,0
S01008800,654,343,250,44,16,4,0,0,0
S01008801,529,314,171,33,8,5,0,0,0
S01008802,605,338,221,31,11,2,0,0,0
S01008803,508,299,147,28,17,8,4,2,1
S01008804,314,200,91,20,5,3,0,0,0
S01008805,314,127,126,33,21,5,2,0,0
S01008806,721,355,265,73,24,3,0,0,0
S01008807,466,274,142,36,10,3,0,0,0
S01008808,406,212,144,38,11,1,0,0,0
S01008809,346,138,139,27,32,7,3,0,0
S01008810,394,155,155,53,19,9,1,1,0
S01008811,336,107,140,49,26,8,5,0,0
S01008812,206,97,80,20,8,0,0,0,0
S01008813,563,291,167,55,28,13,1,5,1
S01008814,399,161,160,42,27,5,1,0,0
S01008815,546,319,176,36,14,1,0,1,1
S01008816,345,190,119,19,12,4,1,0,0
S01008817,624,270,263,58,29,2,2,0,0
S01008818,524,206,215,57,41,3,4,0,0
S01008819,373,159,141,49,16,3,0,0,0
S01008820,591,302,200,53,32,4,2,0,2
S01008821,274,60,79,59,64,8,1,2,4
S01008822,281,67,104,45,51,7,5,0,3
S01008823,269,83,111,27,37,13,1,0,0
S01008824,502,214,165,63,51,6,0,0,5
S01008825,343,113,139,45,38,7,1,0,0
S01008826,321,171,102,26,17,3,0,0,0
S01008827,273,55,111,39,53,15,0,0,0
S01008828,434,172,155,48,41,11,3,0,0
S01008829,291,85,105,49,34,13,4,0,2
S01008830,401,126,147,55,58,13,0,0,0
S01008831,357,131,127,41,49,11,0,0,0
S01008832,347,130,139,31,33,6,1,1,0
S01008833,506,239,161,54,41,12,0,0,0
S01008834,494,176,181,81,42,14,1,0,0
S01008835,400,145,153,62,35,7,0,0,0
S01008836,455,261,140,33,19,1,1,0,0
S01008837,756,358,298,65,31,0,0,0,0
S01008838,674,345,256,43,23,7,0,0,0
S01008839,587,286,209,50,27,11,2,0,0
S01008840,505,207,190,63,37,9,0,0,1
S01008841,387,153,161,42,27,1,3,1,0
S01008842,406,121,174,56,42,9,4,0,0
S01008843,652,298,243,70,32,6,1,0,0
S01008844,365,134,167,41,15,4,0,0,0
S01008845,519,222,203,54,24,16,0,0,0
S01008846,334,171,120,24,14,3,0,1,1
S01008847,273,114,101,36,13,4,2,0,1
S01008848,358,160,129,32,30,7,2,0,0
S01008849,348,155,152,20,16,3,0,0,0
S01008850,358,142,129,49,30,7,1,0,0
S01008851,575,350,167,33,20,5,0,0,0
S01008852,451,181,180,43,37,7,3,0,0
S01008853,317,157,106,36,17,3,0,0,0
S01008854,485,213,198,38,27,10,1,1,0
S01008855,645,272,263,64,37,7,2,0,0
S01008856,312,143,119,24,22,4,1,0,0
S01008857,432,216,149,46,19,2,0,0,0
S01008858,326,176,108,27,15,1,3,0,0
S01008859,667,377,234,31,21,3,1,0,0
S01008860,508,244,198,49,15,2,0,1,0
S01008861,347,113,158,37,33,6,0,0,0
S01008862,514,288,176,30,19,1,0,0,0
S01008863,382,141,159,44,33,4,0,1,0
S01008864,429,209,153,39,25,4,0,0,0
S01008865,441,161,170,70,37,3,0,0,0
S01008866,443,206,181,32,16,6,1,0,1
S01008867,412,167,167,40,38,1,1,0,0
S01008868,494,202,205,41,33,11,2,0,0
S01008869,611,264,254,59,25,5,1,0,0
S01008870,418,172,178,35,24,8,1,0,0
S01008871,444,173,167,55,35,13,4,0,0
S01008872,425,156,164,58,22,18,5,1,1
S01008873,455,193,157,47,39,13,4,1,0
S01008874,554,269,195,52,30,6,0,0,0
S01008875,509,265,187,39,16,1,2,0,0
S01008876,295,114,107,40,25,5,3,0,0
S01008877,232,74,83,37,33,7,0,0,0
S01008878,453,185,178,49,35,7,0,1,0
S01008879,387,156,144,46,33,7,2,0,0
S01008880,284,105,109,39,25,6,0,0,0
S01008881,370,130,166,41,32,2,1,0,0
S01008882,430,121,174,60,58,16,0,0,0
S01008883,382,87,138,68,61,19,4,0,1
S01008884,306,85,124,40,42,14,3,0,0
S01008885,339,63,132,58,66,12,2,1,0
S01008886,497,201,184,65,40,4,0,2,0
S01008887,331,102,119,46,54,9,0,3,0
S01008888,352,188,123,29,11,2,0,0,0
S01008889,445,201,152,47,33,12,0,0,0
S01008890,295,83,97,45,54,13,3,0,0
S01008891,342,86,119,65,60,10,0,1,0
S01008892,529,267,150,53,44,12,2,2,0
S01008893,355,67,126,64,83,14,1,0,0
S01008894,366,95,124,60,63,18,2,0,1
S01008895,305,79,110,37,60,23,0,0,0
S01008896,247,57,76,37,63,11,0,1,0
S01008897,305,99,90,40,54,16,3,0,1
S01008898,333,61,141,53,57,16,1,0,0
S01008899,368,149,105,63,36,8,6,0,0
S01008900,403,129,129,66,49,16,10,0,0
S01008901,363,116,112,64,45,20,4,4,0
S01008902,483,166,141,100,51,18,4,1,1
S01008903,455,187,153,61,39,10,9,0,0
S01008904,416,128,106,82,60,31,6,2,0
S01008905,479,185,112,92,50,29,11,0,0
S01008906,360,143,108,52,39,19,2,2,0
S01008907,409,108,117,81,44,42,7,7,3
S01008908,734,298,263,105,46,17,7,0,1
S01008909,342,101,134,58,38,9,0,0,0
S01008910,207,63,86,33,17,5,0,0,0
S01008911,712,250,293,113,49,4,1,2,0
S01008912,325,92,106,54,64,9,1,0,0
S01008913,285,61,93,71,45,12,4,1,2
S01008914,380,116,127,67,60,8,1,0,0
S01008915,230,69,66,44,36,6,2,1,0
S01008916,547,282,153,66,33,4,2,2,0
S01008917,347,181,91,42,24,8,1,0,0
S01008918,231,92,66,42,22,6,2,0,2
S01008919,247,101,76,33,27,7,2,2,1
S01008920,1038,392,426,128,70,17,4,0,1
S01008921,488,228,134,79,29,14,3,0,1
S01008922,377,143,125,60,39,8,0,1,0
S01008923,493,242,150,55,36,5,2,0,0
S01008924,340,104,103,58,39,10,5,8,1
S01008925,279,76,85,53,35,20,8,2,0
S01008926,243,68,106,31,28,10,5,0,0
S01008927,474,206,168,64,30,6,0,0,0
S01008928,408,131,163,69,26,14,4,2,0
S01008929,551,286,120,69,40,24,5,3,0
S01008930,374,124,100,70,49,19,14,3,1
S01008931,727,266,193,129,95,39,13,0,0
S01008932,419,164,145,57,39,6,1,0,1
S01008933,283,112,71,49,31,6,7,3,0
S01008934,335,128,95,58,38,12,3,1,0
S01008935,362,95,140,46,66,14,2,0,0
S01008936,159,31,56,27,38,8,0,0,0
S01008937,426,174,144,46,47,15,0,0,0
S01008938,283,67,94,39,62,22,1,0,0
S01008939,314,76,98,64,66,12,2,0,0
S01008940,251,68,92,28,47,14,0,1,1
S01008941,387,96,128,52,80,28,2,0,0
S01008942,331,103,126,38,53,13,2,0,0
S01008943,344,73,141,37,74,16,2,0,0
S01008944,428,110,162,58,77,15,1,0,0
S01008945,319,62,113,50,67,18,1,3,0
S01008946,473,186,151,60,55,17,5,1,0
S01008947,464,138,144,82,77,8,7,0,0
S01008948,299,87,114,54,37,3,2,4,1
S01008949,397,116,129,64,71,13,3,1,0
S01008950,421,116,142,82,66,19,2,0,2
S01008951,436,204,136,58,29,8,5,0,0
S01008952,421,191,112,56,39,16,4,0,0
S01008953,414,138,135,72,45,19,1,4,0
S01008954,486,207,137,71,50,15,5,0,0
S01008955,249,65,96,38,44,8,0,0,0
S01008956,471,212,141,61,46,9,1,1,1
S01008957,429,156,132,65,47,20,5,1,0
S01008958,448,220,118,54,45,10,1,1,0
S01008959,365,139,120,59,40,4,0,0,0
S01008960,449,110,163,71,83,16,4,1,1
S01008961,313,115,122,45,28,4,0,0,0
S01008962,279,80,111,41,33,7,0,0,0
S01008963,348,96,128,56,48,17,3,0,1
S01008964,215,38,82,40,40,10,3,2,0
S01008965,348,70,143,53,66,9,6,1,0
S01008966,271,83,96,37,41,12,2,0,0
S01008967,430,101,174,64,69,21,4,0,2
S01008968,708,169,233,142,140,22,3,0,0
S01008969,429,104,178,62,71,14,1,0,0
S01008970,442,137,177,66,54,11,4,0,0
S01008971,271,48,111,51,52,13,0,0,0
S01008972,305,70,123,40,52,18,2,0,0
S01008973,400,152,157,43,25,10,0,2,0
S01008974,373,150,125,41,43,6,1,2,0
S01008975,436,249,119,41,21,4,2,0,0
S01008976,210,38,92,35,33,11,0,0,0
S01008977,264,71,126,33,23,6,1,1,0
S01008978,252,73,105,42,27,0,0,1,0
S01008979,310,99,108,55,43,4,1,0,1
S01008980,334,96,123,59,48,6,3,0,0
S01008981,331,96,129,50,42,11,0,0,0
S01008982,357,115,115,68,42,9,5,0,1
S01008983,320,126,107,64,21,2,0,0,0
S01008984,230,76,78,53,23,3,0,0,0
S01008985,519,186,177,85,65,12,1,0,0
S01008986,336,89,128,56,48,10,3,0,0
S01008987,325,87,131,48,46,7,5,0,0
S01008988,487,199,159,71,45,5,0,1,0
S01008989,350,145,131,50,25,5,1,1,0
S01008990,546,221,169,94,57,4,1,0,0
S01008991,387,126,131,61,58,10,4,0,0
S01008992,261,120,79,34,24,2,2,1,0
S01008993,492,146,177,73,68,19,7,0,0
S01008994,313,101,106,56,39,13,3,0,0
S01008995,331,84,137,58,46,10,2,0,0
S01008996,404,99,130,83,71,15,5,1,0
S01008997,463,87,158,98,94,17,6,1,1
S01008998,335,83,102,50,59,28,7,3,0
S01008999,405,145,155,54,40,6,1,1,0
S01009000,703,135,253,126,153,32,3,1,0
S01009001,301,86,97,54,52,12,0,0,1
S01009002,1173,210,383,245,260,61,12,1,0
S01009003,413,112,143,72,64,15,3,0,2
S01009004,271,82,99,41,33,8,4,1,0
S01009005,423,169,140,53,44,11,2,0,0
S01009006,335,86,130,59,46,12,2,0,0
S01009007,285,75,96,50,48,17,2,0,1
S01009008,439,146,186,55,39,11,2,0,0
S01009009,255,131,64,27,23,6,3,1,0
S01009010,405,101,146,76,70,12,0,0,0
S01009011,322,56,119,64,64,12,0,0,0
S01009012,292,65,121,41,54,10,1,0,0
S01009013,348,86,147,59,46,9,1,1,0
S01009014,288,130,83,35,27,12,0,1,1
S01009015,316,112,123,28,27,17,7,0,2
S01009016,256,121,75,35,18,7,1,0,0
S01009017,262,119,84,27,21,9,2,0,0
S01009018,359,143,107,54,31,19,6,0,0
S01009019,215,84,63,30,19,14,3,1,1
S01009020,361,134,110,46,49,15,7,0,0
S01009021,367,170,110,36,35,12,4,0,0
S01009022,444,193,157,53,30,11,0,0,0
S01009023,419,170,160,42,36,13,4,0,0
S01009024,487,233,146,46,42,11,5,0,0
S01009025,452,191,147,61,37,12,1,3,0
S01009026,461,181,168,53,38,20,1,0,0
S01009027,366,158,141,39,16,7,6,0,0
S01009028,241,100,85,23,22,14,0,0,0
S01009029,270,96,100,32,29,10,0,0,0
S01009030,292,115,106,28,25,17,3,2,0
S01009031,366,140,123,49,39,10,4,1,0
S01009032,313,134,112,44,17,5,4,0,0
S01009033,344,134,121,41,29,15,3,0,1
S01009034,296,96,105,46,29,13,6,1,0
S01009035,413,123,131,74,64,19,2,1,0
S01009036,450,148,140,59,71,26,5,0,0
S01009037,377,122,128,61,45,16,8,0,1
S01009038,428,154,149,63,45,8,4,1,0
S01009039,272,132,85,22,20,11,3,0,0
S01009040,358,205,105,26,19,5,1,0,0
S01009041,538,362,101,33,31,9,1,0,1
S01009042,293,145,93,26,20,7,0,0,0
S01009043,291,146,81,30,23,8,1,0,0
S01009044,364,166,117,52,24,7,0,0,2
S01009045,338,147,103,47,31,6,4,0,0
S01009046,487,179,151,73,59,16,4,1,0
S01009047,336,124,107,50,43,12,2,0,0
S01009048,341,102,143,48,31,12,5,0,0
S01009049,249,89,111,22,21,1,1,4,0
S01009050,412,145,154,55,37,10,7,0,0
S01009051,287,68,99,55,39,21,6,1,0
S01009052,303,136,91,48,24,1,0,0,0
S01009053,340,153,89,52,27,16,3,0,0
S01009054,239,78,90,34,23,15,2,0,1
S01009055,540,164,224,74,68,11,2,0,0
S01009056,216,55,66,45,32,16,0,4,0
S01009057,262,116,70,33,27,12,4,0,0
S01009058,405,186,121,57,32,10,4,0,0
S01009059,323,87,105,51,57,18,5,0,0
S01009060,546,92,223,118,88,20,3,1,0
S01009061,328,91,104,80,42,11,0,0,0
S01009062,307,106,116,44,23,18,2,0,0
S01009063,301,69,127,50,39,9,4,1,0
S01009064,260,90,101,42,17,8,1,0,0
S01009065,299,134,76,37,39,16,0,0,0
S01009066,329,120,106,46,48,13,1,0,0
S01009067,327,43,110,65,79,23,6,0,1
S01009068,380,117,128,78,42,9,3,1,0
S01009069,250,61,101,43,36,6,0,0,2
S01009070,253,76,113,32,18,8,1,0,1
S01009071,214,81,80,25,18,8,1,1,0
S01009072,198,49,70,35,28,16,0,2,0
S01009073,297,79,106,57,37,10,6,5,0
S01009074,290,74,99,55,44,13,1,1,0
S01009075,239,71,104,38,16,4,0,0,0
