Data zone code,Data zone name,Total population
S01008579,Liberton West and Braid Hills - 03,1345
S01008580,Liberton West and Braid Hills - 04,535
S01008581,The Inch - 01,908
S01008582,The Inch - 02,1030
S01008583,The Inch - 03,717
S01008584,The Inch - 04,798
S01008585,The Inch - 05,590
S01008586,The Inch - 06,907
S01008587,"Blackford, West Mains and Mayfield Road - 01",1104
S01008588,"Blackford, West Mains and Mayfield Road - 02",780
S01008589,"Blackford, West Mains and Mayfield Road - 03",412
S01008590,"Blackford, West Mains and Mayfield Road - 04",810
S01008591,"Blackford, West Mains and Mayfield Road - 05",755
S01008592,"Blackford, West Mains and Mayfield Road - 06",847
S01008593,"Blackford, West Mains and Mayfield Road - 07",826
S01008594,"Blackford, West Mains and Mayfield Road - 08",1175
S01008595,Prestonfield - 01,873
S01008596,Prestonfield - 02,856
S01008597,Prestonfield - 03,872
S01008598,Prestonfield - 04,782
S01008599,Newington and Dalkeith Road - 01,879
S01008600,Newington and Dalkeith Road - 02,956
S01008601,Newington and Dalkeith Road - 03,2751
S01008602,Newington and Dalkeith Road - 04,681
S01008603,Newington and Dalkeith Road - 05,1606
S01008604,The Grange - 01,1071
S01008605,The Grange - 02,623
S01008606,The Grange - 03,805
S01008607,The Grange - 04,616
S01008608,The Grange - 05,758
S01008609,The Grange - 06,1002
S01008610,The Grange - 07,767
S01008611,Marchmont East and Sciennes - 01,1123
S01008612,Marchmont East and Sciennes - 02,854
S01008613,Marchmont East and Sciennes - 03,721
S01008614,Marchmont East and Sciennes - 04,626
S01008615,Marchmont East and Sciennes - 05,791
S01008616,Marchmont East and Sciennes - 06,632
S01008617,Marchmont West - 01,761
S01008618,Marchmont West - 02,653
S01008619,Marchmont West - 03,509
S01008620,Marchmont West - 04,800
S01008621,Marchmont West - 05,650
S01008622,Marchmont West - 06,489
S01008623,Marchmont West - 07,883
S01008624,Morningside - 01,769
S01008625,Morningside - 02,597
S01008626,Morningside - 03,918
S01008627,Morningside - 04,724
S01008628,Morningside - 05,571
S01008629,Morningside - 06,597
S01008630,Morningside - 07,624
S01008631,Morningside - 08,823
S01008632,Merchiston and Greenhill - 01,728
S01008633,Merchiston and Greenhill - 02,911
S01008634,Merchiston and Greenhill - 03,753
S01008635,Merchiston and Greenhill - 04,945
S01008636,Merchiston and Greenhill - 05,720
S01008637,Merchiston and Greenhill - 06,868
S01008638,Bruntsfield - 01,656
S01008639,Bruntsfield - 02,911
S01008640,Bruntsfield - 03,833
S01008641,Bruntsfield - 04,833
S01008642,Bruntsfield - 05,835
S01008643,Bruntsfield - 06,717
S01008644,Bruntsfield - 07,819
S01008645,Polwarth - 01,773
S01008646,Polwarth - 02,906
S01008647,Polwarth - 03,624
S01008648,Polwarth - 04,555
S01008649,Polwarth - 05,844
S01008650,Polwarth - 06,683
S01008651,Dalry and Fountainbridge - 01,2088
S01008652,Dalry and Fountainbridge - 02,497
S01008653,Dalry and Fountainbridge - 03,771
S01008654,Dalry and Fountainbridge - 04,943
S01008655,Dalry and Fountainbridge - 05,926
S01008656,Dalry and Fountainbridge - 06,648
S01008657,Dalry and Fountainbridge - 07,730
S01008658,Dalry and Fountainbridge - 08,1741
S01008659,Tollcross - 01,791
S01008660,Tollcross - 02,1080
S01008661,Tollcross - 03,1021
S01008662,Tollcross - 04,775
S01008663,Tollcross - 05,860
S01008664,Tollcross - 06,730
S01008665,Tollcross - 07,1934
S01008666,Meadows and Southside - 01,1060
S01008667,Meadows and Southside - 02,1318
S01008668,Meadows and Southside - 03,658
S01008669,Meadows and Southside - 04,416
S01008670,Meadows and Southside - 05,1090
S01008671,Meadows and Southside - 06,740
S01008672,Meadows and Southside - 07,621
S01008673,Meadows and Southside - 08,2328
S01008674,"Old Town, Princes Street and Leith Street - 01",882
S01008675,"Old Town, Princes Street and Leith Street - 02",844
S01008676,"Old Town, Princes Street and Leith Street - 03",732
S01008677,"Old Town, Princes Street and Leith Street - 04",1029
S01008678,"Old Town, Princes Street and Leith Street - 05",1308
S01008679,"Old Town, Princes Street and Leith Street - 06",1310
S01008680,"Canongate, Southside and Dumbiedykes - 01",779
S01008681,"Canongate, Southside and Dumbiedykes - 02",1205
S01008682,"Canongate, Southside and Dumbiedykes - 03",688
S01008683,"Canongate, Southside and Dumbiedykes - 04",1483
S01008684,"Canongate, Southside and Dumbiedykes - 05",1107
S01008685,"Canongate, Southside and Dumbiedykes - 06",2052
S01008686,Abbeyhill - 01,1349
S01008687,Abbeyhill - 02,628
S01008688,Abbeyhill - 03,816
S01008689,Meadowbank and Abbeyhill North - 01,721
S01008690,Meadowbank and Abbeyhill North - 02,1358
S01008691,Meadowbank and Abbeyhill North - 03,1291
S01008692,Meadowbank and Abbeyhill North - 04,1560
S01008693,Meadowbank and Abbeyhill North - 05,309
S01008694,Willowbrae and Duddingston Village - 01,898
S01008695,Willowbrae and Duddingston Village - 02,652
S01008696,Willowbrae and Duddingston Village - 03,633
S01008697,Willowbrae and Duddingston Village - 04,977
S01008698,Willowbrae and Duddingston Village - 05,437
S01008699,Willowbrae and Duddingston Village - 06,908
S01008700,Willowbrae and Duddingston Village - 07,565
S01008701,Craigmillar - 01,1556
S01008702,Craigmillar - 02,545
S01008703,Craigmillar - 03,1108
S01008704,Craigmillar - 04,3774
S01008705,Craigmillar - 05,752
S01008706,Niddrie - 01,739
S01008707,Niddrie - 02,876
S01008708,Niddrie - 03,1170
S01008709,Niddrie - 04,685
S01008710,Niddrie - 05,487
S01008711,Niddrie - 06,779
S01008712,"Bingham, Magdalene and The Christians - 01",1138
S01008713,"Bingham, Magdalene and The Christians - 02",528
S01008714,"Bingham, Magdalene and The Christians - 03",474
S01008715,"Bingham, Magdalene and The Christians - 04",678
S01008716,"Bingham, Magdalene and The Christians - 05",568
S01008717,"Jewel, Brunstane and Newcraighall - 01",516
S01008718,"Jewel, Brunstane and Newcraighall - 02",798
S01008719,"Jewel, Brunstane and Newcraighall - 03",1074
S01008720,"Jewel, Brunstane and Newcraighall - 04",1809
S01008721,"Jewel, Brunstane and Newcraighall - 05",781
S01008722,Joppa - 01,1100
S01008723,Joppa - 02,690
S01008724,Joppa - 03,1001
S01008725,Joppa - 04,688
S01008726,Joppa - 05,553
S01008727,Joppa - 06,999
S01008728,Portobello - 01,585
S01008729,Portobello - 02,653
S01008730,Portobello - 03,729
S01008731,Portobello - 04,478
S01008732,Portobello - 05,540
S01008733,Portobello - 06,1506
S01008734,Duddingston and Portobello South - 01,614
S01008735,Duddingston and Portobello South - 02,999
S01008736,Duddingston and Portobello South - 03,766
S01008737,Duddingston and Portobello South - 04,708
S01008738,Duddingston and Portobello South - 05,820
S01008739,Mountcastle - 01,628
S01008740,Mountcastle - 02,449
S01008741,Mountcastle - 03,996
S01008742,Mountcastle - 04,487
S01008743,Northfield and Piershill - 01,898
S01008744,Northfield and Piershill - 02,1002
S01008745,Northfield and Piershill - 03,447
S01008746,Northfield and Piershill - 04,979
S01008747,Craigentinny - 01,447
S01008748,Craigentinny - 02,623
S01008749,Craigentinny - 03,1071
S01008750,Craigentinny - 04,637
S01008751,Restalrig (Loganlea) and Craigentinny West - 01,560
S01008752,Restalrig (Loganlea) and Craigentinny West - 02,599
S01008753,Restalrig (Loganlea) and Craigentinny West - 03,496
S01008754,Restalrig (Loganlea) and Craigentinny West - 04,540
S01008755,Restalrig (Loganlea) and Craigentinny West - 05,1017
S01008756,Restalrig and Lochend - 01,587
S01008757,Restalrig and Lochend - 02,506
S01008758,Restalrig and Lochend - 03,728
S01008759,Restalrig and Lochend - 04,542
S01008760,Restalrig and Lochend - 05,894
S01008761,Restalrig and Lochend - 06,649
S01008762,Leith (Hermitage and Prospect Bank) - 01,570
S01008763,Leith (Hermitage and Prospect Bank) - 02,861
S01008764,Leith (Hermitage and Prospect Bank) - 03,653
S01008765,Leith (Hermitage and Prospect Bank) - 04,824
S01008766,Leith (Hermitage and Prospect Bank) - 05,992
S01008767,Leith (Hermitage and Prospect Bank) - 06,518
S01008768,Western Harbour and Leith Docks - 01,2876
S01008769,Western Harbour and Leith Docks - 02,1063
S01008770,Western Harbour and Leith Docks - 03,904
S01008771,Western Harbour and Leith Docks - 04,1171
S01008772,North Leith and Newhaven - 01,737
S01008773,North Leith and Newhaven - 02,925
S01008774,North Leith and Newhaven - 03,1106
S01008775,North Leith and Newhaven - 04,601
S01008776,North Leith and Newhaven - 05,722
S01008777,North Leith and Newhaven - 06,943
S01008778,The Shore and Constitution Street - 01,1066
S01008779,The Shore and Constitution Street - 02,800
S01008780,The Shore and Constitution Street - 03,406
S01008781,The Shore and Constitution Street - 04,1129
S01008782,The Shore and Constitution Street - 05,725
S01008783,The Shore and Constitution Street - 06,427
S01008784,The Shore and Constitution Street - 07,392
S01008785,Great Junction Street - 01,690
S01008786,Great Junction Street - 02,949
S01008787,Great Junction Street - 03,307
S01008788,Great Junction Street - 04,636
S01008789,Great Junction Street - 05,859
S01008790,Great Junction Street - 06,629
S01008791,Great Junction Street - 07,973
S01008792,South Leith - 01,957
S01008793,South Leith - 02,428
S01008794,South Leith - 03,924
S01008795,South Leith - 04,921
S01008796,South Leith - 05,974
S01008797,South Leith - 06,711
S01008798,Easter Road and Hawkhill Avenue - 01,835
S01008799,Easter Road and Hawkhill Avenue - 02,659
S01008800,Easter Road and Hawkhill Avenue - 03,1048
S01008801,Easter Road and Hawkhill Avenue - 04,1020
S01008802,Leith (Albert Street) - 01,937
S01008803,Leith (Albert Street) - 02,821
S01008804,Leith (Albert Street) - 03,820
S01008805,Leith (Albert Street) - 04,590
S01008806,Hillside and Calton Hill - 01,1204
S01008807,Hillside and Calton Hill - 02,730
S01008808,Hillside and Calton Hill - 03,686
S01008809,Hillside and Calton Hill - 04,824
S01008810,Hillside and Calton Hill - 05,749
S01008811,Hillside and Calton Hill - 06,858
S01008812,Hillside and Calton Hill - 07,491
S01008813,Pilrig - 01,1024
S01008814,Pilrig - 02,756
S01008815,Pilrig - 03,860
S01008816,Pilrig - 04,558
S01008817,Bonnington - 01,1102
S01008818,Bonnington - 02,1005
S01008819,Bonnington - 03,733
S01008820,Bonnington - 04,1080
S01008821,Trinity East and The Dudleys - 01,723
S01008822,Trinity East and The Dudleys - 02,698
S01008823,Trinity East and The Dudleys - 03,688
S01008824,Trinity East and The Dudleys - 04,987
S01008825,Trinity East and The Dudleys - 05,705
S01008826,Trinity - 01,538
S01008827,Trinity - 02,698
S01008828,Trinity - 03,861
S01008829,Trinity - 04,686
S01008830,Trinity - 05,903
S01008831,Trinity - 06,748
S01008832,"Inverleith, Goldenacre and Warriston - 01",680
S01008833,"Inverleith, Goldenacre and Warriston - 02",919
S01008834,"Inverleith, Goldenacre and Warriston - 03",1086
S01008835,"Inverleith, Goldenacre and Warriston - 04",825
S01008836,Broughton North and Powderhall - 01,711
S01008837,Broughton North and Powderhall - 02,1571
S01008838,Broughton North and Powderhall - 03,1154
S01008839,Broughton North and Powderhall - 04,1031
S01008840,Broughton South - 01,984
S01008841,Broughton South - 02,752
S01008842,Broughton South - 03,888
S01008843,Broughton South - 04,1541
S01008844,Broughton South - 05,684
S01008845,New Town East and Gayfield - 01,938
S01008846,New Town East and Gayfield - 02,585
S01008847,New Town East and Gayfield - 03,522
S01008848,New Town East and Gayfield - 04,658
S01008849,New Town West - 01,630
S01008850,New Town West - 02,700
S01008851,New Town West - 03,874
S01008852,New Town West - 04,849
S01008853,Canonmills and New Town North - 01,574
S01008854,Canonmills and New Town North - 02,875
S01008855,Canonmills and New Town North - 03,1166
S01008856,Canonmills and New Town North - 04,541
S01008857,Stockbridge - 01,730
S01008858,Stockbridge - 02,527
S01008859,Stockbridge - 03,1039
S01008860,Stockbridge - 04,874
S01008861,Stockbridge - 05,716
S01008862,Stockbridge - 06,795
S01008863,Stockbridge - 07,750
S01008864,Comely Bank - 01,1247
S01008865,Comely Bank - 02,876
S01008866,Comely Bank - 03,763
S01008867,Comely Bank - 04,797
S01008868,Deans Village - 01,1013
S01008869,Deans Village - 02,1122
S01008870,Deans Village - 03,850
S01008871,Deans Village - 04,921
S01008872,Deans Village - 05,983
S01008873,Deans Village - 06,934
S01008874,Deans Village - 07,966
S01008875,Balgreen and Roseburn - 01,810
S01008876,Balgreen and Roseburn - 02,589
S01008877,Balgreen and Roseburn - 03,519
S01008878,Balgreen and Roseburn - 04,866
S01008879,Balgreen and Roseburn - 05,760
S01008880,Balgreen and Roseburn - 06,652
S01008881,Murrayfield and Ravelston - 01,729
S01008882,Murrayfield and Ravelston - 02,971
S01008883,Murrayfield and Ravelston - 03,1030
S01008884,Murrayfield and Ravelston - 04,701
S01008885,Murrayfield and Ravelston - 05,870
S01008886,"Craigleith, Orchard Brae and Crewe Toll - 01",1002
S01008887,"Craigleith, Orchard Brae and Crewe Toll - 02",740
S01008888,"Craigleith, Orchard Brae and Crewe Toll - 03",592
S01008889,"Craigleith, Orchard Brae and Crewe Toll - 04",824
S01008890,"Craigleith, Orchard Brae and Crewe Toll - 05",717
S01008891,"Craigleith, Orchard Brae and Crewe Toll - 06",813
S01008892,Blackhall - 01,996
S01008893,Blackhall - 02,931
S01008894,Blackhall - 03,901
S01008895,Blackhall - 04,813
S01008896,Blackhall - 05,649
S01008897,Blackhall - 06,745
S01008898,Blackhall - 07,836
S01008899,Drylaw - 01,783
S01008900,Drylaw - 02,918
S01008901,Drylaw - 03,871
S01008902,Drylaw - 04,1108
S01008903,Drylaw - 05,946
S01008904,West Pilton - 01,1029
S01008905,West Pilton - 02,1112
S01008906,West Pilton - 03,756
S01008907,West Pilton - 04,1100
S01008908,West Pilton - 05,1472
S01008909,Boswall and Pilton - 01,761
S01008910,Boswall and Pilton - 02,443
S01008911,Boswall and Pilton - 03,1437
S01008912,Boswall and Pilton - 04,773
S01008913,Boswall and Pilton - 05,734
S01008914,Boswall and Pilton - 06,871
S01008915,Boswall and Pilton - 07,529
S01008916,Granton South and Wardieburn - 01,999
S01008917,Granton South and Wardieburn - 02,650
S01008918,Granton South and Wardieburn - 03,491
S01008919,Granton South and Wardieburn - 04,512
S01008920,Granton and Royston Mains - 01,2024
S01008921,Granton and Royston Mains - 02,951
S01008922,Granton and Royston Mains - 03,770
S01008923,Granton and Royston Mains - 04,968
S01008924,Granton West and Salvesen - 01,829
S01008925,Granton West and Salvesen - 02,712
S01008926,Granton West and Salvesen - 03,560
S01008927,Granton West and Salvesen - 04,893
S01008928,Granton West and Salvesen - 05,1148
S01008929,Muirhouse - 01,1083
S01008930,Muirhouse - 02,984
S01008931,Muirhouse - 03,1676
S01008932,Muirhouse - 04,866
S01008933,Muirhouse - 05,617
S01008934,Muirhouse - 06,728
S01008935,Silverknowes and Davidson's Mains - 01,876
S01008936,Silverknowes and Davidson's Mains - 02,414
S01008937,Silverknowes and Davidson's Mains - 03,855
S01008938,Silverknowes and Davidson's Mains - 04,750
S01008939,Silverknowes and Davidson's Mains - 05,783
S01008940,Silverknowes and Davidson's Mains - 06,615
S01008941,Cramond - 01,1052
S01008942,Cramond - 02,767
S01008943,Cramond - 03,881
S01008944,"Barnton, Cammo and Cramond South - 01",1028
S01008945,"Barnton, Cammo and Cramond South - 02",813
S01008946,"Barnton, Cammo and Cramond South - 03",1016
S01008947,"Barnton, Cammo and Cramond South - 04",1086
S01008948,Clermiston and Drumbrae - 01,670
S01008949,Clermiston and Drumbrae - 02,941
S01008950,Clermiston and Drumbrae - 03,1015
S01008951,Clermiston and Drumbrae - 04,828
S01008952,Clermiston and Drumbrae - 05,839
S01008953,Clermiston and Drumbrae - 06,938
S01008954,Clermiston and Drumbrae - 07,1004
S01008955,East Craigs North - 01,635
S01008956,East Craigs North - 02,916
S01008957,East Craigs North - 03,955
S01008958,East Craigs North - 04,849
S01008959,East Craigs North - 05,744
S01008960,East Craigs South - 01,1106
S01008961,East Craigs South - 02,630
S01008962,East Craigs South - 03,614
S01008963,East Craigs South - 04,820
S01008964,East Craigs South - 05,553
S01008965,East Craigs South - 06,885
S01008966,East Craigs South - 07,623
S01008967,Corstorphine North - 01,1047
S01008968,Corstorphine North - 02,1763
S01008969,Corstorphine North - 03,1011
S01008970,Corstorphine - 01,968
S01008971,Corstorphine - 02,686
S01008972,Corstorphine - 03,765
S01008973,Corstorphine - 04,869
S01008974,Corstorphine - 05,773
S01008975,Corstorphine - 06,724
S01008976,Corstorphine - 07,531
S01008977,Carrick Knowe - 01,572
S01008978,Carrick Knowe - 02,524
S01008979,Carrick Knowe - 03,679
S01008980,Carrick Knowe - 04,760
S01008981,Corstorphine South - 01,721
S01008982,Corstorphine South - 02,786
S01008983,Corstorphine South - 03,623
S01008984,Corstorphine South - 04,476
S01008985,Corstorphine South - 05,1105
S01008986,Corstorphine South - 06,797
