Intermediate Zone - Data Zone 2011,Mainly work from home,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Other - No fixed place of work or working outside the UK
S01010347,117,27,63,76,15,2,3,5,7,36
S01010348,128,14,56,78,12,3,0,0,4,59
S01010349,90,23,57,78,18,2,4,0,0,61
S01010350,106,21,105,64,19,4,2,5,1,62
S01010351,144,23,94,75,24,4,5,7,6,68
S01010352,68,10,46,34,13,1,0,1,0,22
S01010353,89,11,65,49,14,1,2,0,9,56
S01010354,72,19,70,54,13,1,0,1,0,55
S01010355,107,28,69,40,10,7,4,0,2,61
S01010356,134,23,100,59,25,5,10,0,7,78
S01010357,69,16,38,19,6,3,0,1,2,38
S01010358,104,29,83,30,17,6,0,0,2,76
S01010359,84,20,75,27,13,4,2,1,0,41
S01010360,113,18,82,42,18,5,1,1,0,40
S01010361,61,19,68,29,4,1,0,2,0,55
S01010362,74,19,73,30,13,5,2,0,5,37
S01010363,165,16,100,62,21,10,6,1,6,46
S01010364,183,23,97,76,24,9,1,2,6,39
S01010365,164,25,99,52,27,10,9,3,22,40
S01010366,208,23,122,67,25,9,14,4,9,49
S01010367,203,34,137,50,27,10,12,0,14,56
S01010368,176,25,74,36,22,7,17,1,16,28
S01010369,150,29,113,32,13,7,6,5,4,58
S01010370,177,36,89,29,13,3,8,3,9,36
S01010371,209,72,118,43,30,7,12,7,16,63
S01010372,131,33,71,24,14,5,3,1,12,30
S01010373,166,34,123,28,15,7,6,4,13,43
S01010374,180,44,104,22,28,7,7,5,10,37
S01010375,100,32,51,13,12,3,4,5,7,19
S01010376,120,34,73,15,7,1,4,2,9,28
S01010377,113,39,86,13,12,5,5,3,9,32
S01010378,98,35,73,18,8,3,9,5,11,31
S01010379,173,49,86,27,7,5,7,2,5,42
S01010380,193,65,114,37,27,7,6,11,8,47
S01010381,101,30,51,20,12,3,8,0,3,29
S01010382,164,53,115,29,12,3,8,5,5,41
S01010383,105,34,61,12,10,4,0,0,2,26
S01010384,196,66,119,27,20,12,7,9,7,42
S01010385,132,35,113,46,16,3,13,0,10,56
S01010386,141,36,95,29,13,6,6,6,10,49
S01010387,187,51,150,49,15,4,13,7,12,63
S01010388,168,34,116,36,14,3,10,3,5,60
S01010389,259,45,143,62,12,10,22,11,10,69
S01010390,255,44,169,83,33,22,11,6,10,81
S01010391,156,44,101,55,26,6,7,0,4,56
S01010392,171,18,112,37,9,14,15,6,9,35
S01010393,232,33,143,70,18,19,6,5,8,63
S01010394,124,23,102,50,17,7,7,4,6,51
S01010395,203,37,171,71,19,11,14,4,8,50
S01010396,193,58,135,51,15,10,15,6,12,45
S01010397,156,26,74,29,9,5,9,5,5,25
S01010398,217,37,141,75,26,17,9,3,8,54
S01010399,276,41,154,83,28,26,20,4,24,49
S01010400,237,50,125,58,18,8,7,4,13,42
S01010401,125,33,84,30,15,13,6,0,11,37
S01010402,204,46,129,57,19,17,18,1,13,64
S01010403,213,41,129,36,32,8,13,3,13,30
S01010404,174,36,106,35,19,7,11,5,12,61
S01010405,207,35,136,44,20,8,8,7,26,47
S01010406,183,42,92,37,24,5,4,6,12,44
S01010407,137,49,80,31,18,6,3,4,10,56
S01010408,89,12,41,68,17,9,4,3,7,22
S01010409,95,10,28,53,12,7,8,0,4,32
S01010410,131,19,65,81,17,12,1,2,13,42
S01010411,203,21,85,91,29,16,9,6,8,25
S01010412,163,19,84,46,29,14,17,1,1,44
S01010413,126,11,61,57,12,9,4,5,6,19
S01010414,167,28,71,92,20,12,6,4,13,47
S01010415,176,38,101,74,17,16,13,10,5,62
S01010416,130,17,55,63,13,4,0,3,7,22
S01010417,121,18,67,57,9,8,3,0,5,30
S01010418,255,24,131,84,21,11,22,6,18,54
S01010419,199,25,127,72,23,23,9,4,8,46
S01010420,95,12,49,60,14,3,6,3,10,17
S01010421,126,14,74,74,18,13,9,3,4,34
S01010422,155,32,69,121,29,19,10,2,9,55
S01010423,110,34,69,69,9,8,3,3,5,61
S01010424,115,33,65,80,9,4,6,4,6,55
S01010425,137,22,66,89,13,1,4,4,3,56
S01010426,87,15,45,47,14,6,6,5,6,45
S01010427,103,11,34,66,9,3,3,2,2,72
S01010428,119,11,38,72,14,4,3,1,3,31
S01010429,199,17,86,115,21,14,7,2,5,43
S01010430,110,10,66,74,25,5,3,3,2,77
S01010431,112,11,43,71,13,11,1,3,4,31
S01010432,100,18,59,79,12,3,2,0,2,46
S01010433,37,4,23,28,4,1,2,0,3,26
S01010434,89,7,31,50,12,6,1,4,1,42
S01010435,89,11,47,60,20,6,0,1,2,40
S01010436,111,11,54,68,16,7,4,2,6,51
S01010437,78,4,27,57,10,9,1,0,3,50
S01010438,104,26,61,74,16,11,1,0,5,69
S01010439,136,14,62,89,26,14,9,2,4,75
S01010440,85,11,57,54,22,5,2,2,3,36
S01010441,196,16,101,110,59,12,9,3,4,77
S01010442,107,18,55,63,8,8,1,1,2,68
S01010443,62,14,42,52,21,3,1,1,1,39
S01010444,68,11,41,64,20,8,2,0,0,45
S01010445,123,20,57,42,19,6,2,1,3,51
S01010446,125,21,64,81,29,9,4,1,2,67
S01010447,106,21,67,69,18,16,3,0,2,46
S01010448,98,19,61,93,32,11,1,2,2,59
S01010449,108,11,69,59,24,4,5,2,5,42
S01010450,100,14,72,78,22,1,2,0,4,42
S01010451,96,14,44,45,26,10,8,0,5,62
S01010452,135,10,51,60,18,8,1,0,3,49
S01010453,87,9,30,45,18,5,0,4,6,29
S01010454,101,16,62,75,19,10,2,0,2,65
S01010455,70,13,42,40,11,5,0,1,2,45
S01010456,84,6,49,46,23,6,1,1,4,38
S01010457,56,7,42,56,12,3,2,2,0,36
S01010458,94,8,39,52,12,6,3,2,6,50
S01010459,68,8,34,47,11,2,0,0,0,31
S01010460,129,10,50,64,21,10,3,4,6,47
S01010461,75,7,57,74,12,6,2,0,6,55
S01010462,74,5,23,36,10,4,1,0,3,45
S01010463,105,15,83,89,23,5,3,1,8,48
S01010464,83,9,46,46,18,5,8,2,4,30
S01010465,183,22,87,103,25,12,15,1,7,64
S01010466,158,30,78,81,19,5,3,0,7,45
S01010467,119,21,77,58,12,11,3,2,11,33
S01010468,157,29,89,89,22,11,4,2,7,57
S01010469,104,24,61,62,8,6,4,4,1,37
S01010470,111,7,70,63,15,9,1,5,0,64
S01010471,105,15,69,53,15,5,1,5,1,53
S01010472,129,16,77,96,21,8,2,1,11,46
S01010473,124,27,69,78,20,4,4,5,3,39
S01010474,111,18,72,79,18,4,6,0,9,32
S01010475,136,25,66,106,22,8,4,4,5,52
S01010476,214,26,88,117,28,11,9,4,9,65
S01010477,119,19,72,56,15,5,0,1,4,53
S01010478,98,6,51,69,17,8,4,0,7,56
S01010479,124,13,89,112,23,8,2,2,4,67
S01010480,95,12,55,71,18,4,3,1,1,33
S01010481,63,27,47,53,6,4,2,2,3,35
S01010482,112,16,52,67,17,10,5,0,3,50
S01010483,165,21,91,118,34,10,4,2,1,84
S01010484,79,14,57,48,10,7,0,0,3,42
S01010485,140,25,82,90,34,15,2,2,5,54
S01010486,136,17,56,89,26,11,4,3,5,71
S01010487,147,30,81,114,32,10,2,1,1,97
S01010488,63,19,45,54,11,3,1,0,4,42
S01010489,118,31,85,100,24,13,2,1,4,61
S01010490,69,19,33,41,18,1,2,0,1,31
S01010491,71,25,52,64,17,6,0,1,0,54
S01010492,58,15,43,49,24,4,1,2,3,33
S01010493,63,20,45,64,20,0,2,0,0,47
S01010494,66,15,37,51,21,5,1,1,1,38
S01010495,76,20,73,55,29,4,0,1,5,32
S01010496,81,41,51,63,23,4,2,5,0,56
S01010497,76,17,27,28,27,5,0,0,0,38
S01010498,79,25,67,66,37,4,1,0,2,64
S01010499,57,24,33,50,17,4,0,5,0,42
S01010500,111,30,44,92,38,10,1,2,5,53
S01010501,144,32,67,103,49,13,4,1,9,93
S01010502,125,29,51,64,33,6,5,3,2,66
S01010503,60,25,32,48,23,3,0,0,4,38
S01010504,151,61,4,12,7,2,9,6,7,48
S01010505,109,11,14,16,22,11,4,17,14,69
S01010506,195,54,35,25,36,3,3,27,22,93
S01010507,96,164,3,1,12,0,4,12,21,89
S01010508,219,72,31,9,36,28,24,18,39,76
S01010509,205,32,49,67,46,18,2,18,15,85
S01010510,111,96,126,8,5,1,3,6,15,87
S01010511,107,60,139,17,9,4,1,3,12,70
S01010512,62,36,136,5,5,2,9,0,7,48
S01010513,117,39,146,4,9,0,0,3,9,58
S01010514,85,35,134,8,7,0,0,5,15,62
S01010515,105,50,119,6,6,0,5,1,7,65
S01010516,147,52,89,16,4,0,6,1,11,32
S01010517,100,113,106,6,9,4,1,0,17,60
S01010518,98,51,101,14,8,2,0,2,10,55
S01010519,77,77,131,14,5,5,4,0,14,53
S01010520,116,154,92,6,13,5,4,2,13,59
S01010521,132,105,96,15,9,0,0,4,6,54
S01010522,70,67,50,1,10,0,2,3,18,44
S01010523,75,74,64,6,9,3,2,1,20,54
S01010524,109,9,14,20,61,2,3,3,15,37
S01010525,134,11,25,15,33,21,14,2,18,51
S01010526,157,48,40,6,89,8,4,2,26,65
S01010527,135,65,0,17,107,5,0,14,14,84
S01010528,138,18,9,12,61,24,3,6,23,58
S01010529,111,23,1,12,135,7,2,3,16,62
S01010530,138,23,8,2,58,13,9,5,7,44
S01010531,165,97,26,40,26,51,2,28,14,83
S01010532,89,18,15,12,25,12,12,5,14,25
S01010533,88,39,11,7,25,10,3,14,14,47
S01010534,115,78,11,35,51,12,4,18,11,83
S01010535,129,12,14,42,44,4,3,19,15,43
S01010536,84,114,10,19,27,7,13,11,10,79
S01010537,114,86,13,10,24,12,19,10,11,62
S01010538,161,112,57,19,33,6,40,11,17,91
S01010539,175,108,54,22,35,13,17,25,20,77
S01010540,84,12,14,30,27,3,19,9,15,37
S01010541,157,27,6,42,82,12,48,8,9,82
S01010542,141,25,4,61,46,6,9,23,11,67
S01010543,123,11,14,26,20,2,15,2,5,44
S01010544,115,127,8,5,27,27,29,15,9,85
S01010545,128,115,2,5,22,16,15,11,9,56
S01010546,100,75,18,1,15,16,17,17,5,40
S01010547,152,15,40,28,35,26,22,15,16,59
S01010548,112,3,11,21,37,34,5,7,9,52
S01010549,251,47,116,13,71,175,52,6,17,132
S01010550,81,7,48,15,18,33,7,2,8,38
S01010551,134,6,35,26,24,57,14,2,4,64
S01010552,117,12,23,31,76,33,8,8,7,53
S01010553,131,6,5,18,31,52,17,5,9,57
S01010554,96,62,20,1,20,40,8,1,6,53
S01010555,116,84,14,3,22,73,12,1,6,73
S01010556,85,108,17,4,19,54,9,2,8,47
S01010557,63,73,12,3,13,40,3,0,3,44
S01010558,95,94,15,7,26,61,16,0,11,60
S01010559,97,43,11,7,12,41,9,4,5,36
S01010560,91,50,10,2,18,55,12,4,7,33
S01010561,85,39,14,6,17,52,14,3,4,14
S01010562,71,56,21,3,21,59,11,3,7,47
S01010563,41,46,24,4,16,47,9,1,2,35
S01010564,33,20,23,0,10,43,11,1,0,44
S01010565,67,24,30,8,7,56,5,2,4,48
S01010566,249,33,9,20,139,67,21,6,9,109
S01010567,169,1,40,144,43,22,9,4,14,107
S01010568,309,15,36,62,334,22,6,3,27,119
S01010569,333,16,63,56,122,19,4,13,15,97
S01010570,122,13,41,15,167,9,1,6,7,82
S01010571,111,10,75,92,7,6,3,3,1,65
S01010572,76,21,96,79,6,11,3,6,4,47
S01010573,74,12,56,59,6,7,2,2,2,48
S01010574,75,13,47,77,5,7,5,0,3,36
S01010575,92,8,19,116,3,5,2,0,5,32
S01010576,115,12,33,124,14,14,4,3,6,56
S01010577,88,16,99,63,3,3,9,1,5,58
S01010578,67,13,90,45,6,4,0,2,2,33
S01010579,92,12,64,87,6,14,2,3,7,48
S01010580,91,11,88,83,10,1,2,2,6,59
S01010581,67,19,39,67,4,8,1,0,6,37
S01010582,196,86,207,56,12,20,7,6,17,113
S01010583,128,14,150,74,9,9,2,2,7,64
S01010584,135,13,103,119,12,15,12,9,8,79
S01010585,118,19,110,133,7,17,4,5,14,70
S01010586,120,7,73,82,7,23,2,0,15,44
S01010587,90,10,111,18,5,7,0,1,6,49
S01010588,85,44,70,12,7,6,2,2,6,36
S01010589,48,15,110,25,3,10,2,1,1,35
S01010590,139,3,133,47,13,19,1,1,7,60
S01010591,239,17,262,90,41,26,5,6,11,130
S01010592,73,33,92,3,6,8,4,2,5,27
S01010593,304,49,356,66,31,37,2,6,21,135
S01010594,97,59,126,4,17,9,4,2,4,48
S01010595,118,90,109,11,15,9,4,3,12,59
S01010596,319,38,299,124,42,44,16,1,26,181
S01010597,132,27,166,38,13,22,5,5,6,68
S01010598,172,28,160,78,14,17,1,6,13,75
S01010599,309,30,204,205,42,33,9,7,29,175
S01010600,153,26,188,17,13,19,4,7,10,81
S01010601,90,21,103,5,7,8,0,3,4,36
S01010602,68,7,106,24,7,8,1,2,4,45
S01010603,91,20,147,15,6,7,1,3,7,59
S01010604,61,10,92,6,4,6,0,1,5,21
S01010605,137,12,177,20,11,16,2,3,9,59
S01010606,91,31,169,16,10,11,2,3,11,71
S01010607,110,40,124,0,7,7,1,1,4,55
S01010608,63,32,113,18,5,6,0,0,4,64
S01010609,53,18,128,3,4,4,2,0,4,41
S01010610,107,18,117,2,12,4,1,0,8,39
S01010611,109,38,196,7,21,11,3,0,4,82
S01010612,89,53,116,4,11,7,2,1,2,52
S01010613,90,45,82,0,6,0,0,2,2,26
S01010614,61,24,129,3,6,7,1,0,4,43
S01010615,137,31,160,8,10,10,2,4,7,58
S01010616,116,74,110,5,14,10,2,8,9,48
S01010617,93,76,133,6,12,15,6,4,6,59
S01010618,100,46,130,3,8,1,1,5,10,42
S01010619,92,110,58,4,8,4,1,2,5,44
S01010620,85,134,57,14,14,8,0,2,18,68
S01010621,137,129,72,10,9,12,4,4,15,48
S01010622,64,85,71,4,10,4,3,2,3,42
S01010623,88,85,50,3,70,9,2,4,9,56
S01010624,91,103,70,8,13,6,4,1,6,48
S01010625,99,61,60,4,4,7,2,3,5,41
S01010626,132,77,107,5,6,10,1,2,6,42
S01010627,145,76,86,8,13,5,1,10,15,52
S01010628,144,127,103,1,12,6,5,6,16,53
S01010629,131,121,45,4,12,15,1,0,13,47
S01010630,79,43,71,3,14,8,0,6,5,36
S01010631,64,63,75,3,10,3,0,5,10,55
S01010632,129,85,119,7,16,9,1,3,5,78
S01010633,97,60,157,9,19,9,0,2,4,80
S01010634,51,46,87,4,14,1,0,1,4,28
S01010635,77,93,84,2,10,5,1,2,7,44
S01010636,131,89,100,7,7,11,1,3,6,56
S01010637,80,77,56,0,9,5,0,3,4,37
S01010638,101,87,99,1,19,11,0,2,7,62
S01010639,150,175,116,8,18,10,1,6,4,99
S01010640,126,104,66,2,11,7,5,1,11,57
S01010641,99,129,66,8,11,7,0,4,2,53
S01010642,133,167,113,5,7,7,2,5,11,92
S01010643,68,50,103,10,8,11,0,4,5,55
S01010644,54,75,74,4,10,0,2,4,2,41
S01010645,56,21,90,15,13,2,2,4,3,36
S01010646,97,16,117,14,14,6,2,2,3,50
S01010647,89,25,110,2,11,8,1,3,7,46
S01010648,83,47,106,8,7,8,4,1,9,53
S01010649,82,16,83,18,10,9,0,3,4,34
S01010650,232,47,259,84,28,21,1,8,25,121
S01010651,71,21,102,17,6,3,1,3,4,56
S01010652,128,22,176,38,18,5,4,5,3,57
S01010653,80,21,98,13,9,2,0,1,5,32
S01010654,103,39,125,16,14,6,0,0,5,57
S01010655,202,18,10,15,57,47,23,15,20,97
S01010656,107,6,5,25,112,12,3,1,8,69
S01010657,118,7,5,17,97,9,3,2,8,57
S01010658,125,6,46,88,51,6,1,6,9,67
S01010659,128,7,16,22,111,6,4,2,7,57
S01010660,87,28,8,5,82,9,3,0,2,52
S01010661,89,28,10,12,91,2,2,4,6,63
S01010662,123,10,10,25,157,11,0,4,4,76
S01010663,141,18,29,13,123,12,2,3,9,88
S01010664,137,7,8,25,11,81,18,3,15,65
S01010665,182,21,17,19,72,41,36,16,23,104
S01010666,160,76,14,8,14,134,11,11,18,95
S01010667,145,19,13,7,51,38,5,4,15,51
S01010668,230,101,10,17,24,8,20,41,19,80
S01010669,94,14,23,14,32,20,6,4,20,75
S01010670,123,19,27,62,55,12,6,2,27,75
S01010671,119,14,31,50,43,7,5,0,12,50
S01010672,78,104,4,25,39,11,9,2,9,59
S01010673,171,56,36,23,48,21,0,1,29,104
S01010674,197,58,24,35,66,21,15,0,12,92
S01010675,137,18,17,13,54,8,9,6,12,71
S01010676,181,30,40,45,42,14,9,5,24,74
S01010677,102,27,18,24,28,6,4,0,20,32
S01010678,139,26,38,7,11,51,7,5,16,87
S01010679,92,95,4,0,10,10,2,1,13,34
S01010680,97,146,10,2,8,8,9,0,6,60
S01010681,117,222,1,5,17,15,7,0,14,113
S01010682,213,16,19,73,105,6,5,6,16,109
S01010683,203,31,15,27,43,65,15,11,19,75
S01010684,181,12,19,16,54,32,4,6,28,64
S01010685,125,14,28,25,10,19,13,1,11,54
S01010686,136,18,8,56,23,3,4,5,19,54
S01010687,113,78,48,19,12,4,13,3,24,81
S01010688,173,30,38,17,25,5,5,9,32,67
S01010689,130,40,27,21,20,6,6,5,25,60
S01010690,103,103,7,1,2,9,0,0,23,49
S01010691,148,16,31,41,22,10,4,5,26,77
S01010692,127,183,7,4,4,8,2,4,15,75
S01010693,141,14,28,11,5,13,2,9,16,53
S01010694,91,16,18,16,23,10,2,0,21,42
S01010695,150,4,25,25,32,49,3,1,15,45
S01010696,140,32,1,74,26,74,3,11,13,121
S01010697,172,13,20,51,44,89,6,6,18,91
S01010698,155,25,10,18,20,36,21,9,16,74
S01010699,102,7,20,32,34,33,13,0,2,60
S01010700,91,0,6,32,29,44,1,0,8,46
S01010701,141,17,17,58,62,72,1,4,14,89
S01010702,133,10,30,56,25,56,20,0,14,67
S01010703,143,12,31,53,101,19,3,5,12,74
S01010704,73,21,12,24,81,11,1,5,5,47
S01010705,205,43,36,70,200,27,6,8,9,126
S01010706,94,38,11,17,118,10,0,2,7,84
S01010707,176,7,54,51,183,29,8,5,16,102
S01010708,81,6,40,9,63,9,0,0,7,44
S01010709,107,6,52,16,67,17,1,2,4,58
S01010710,84,18,45,9,63,9,3,2,7,64
S01010711,104,13,42,23,86,9,3,8,20,47
S01010712,87,76,16,7,62,31,1,0,4,53
S01010713,93,66,11,8,50,25,5,4,5,71
S01010714,56,45,8,5,47,12,4,1,8,41
S01010715,92,97,8,6,58,44,2,0,7,67
S01010716,137,82,32,9,99,10,3,0,7,79
S01010717,85,54,13,14,44,30,4,4,6,54
S01010718,163,81,38,18,69,35,4,1,19,89
S01010719,92,24,7,5,98,10,2,5,4,45
S01010720,137,45,8,2,141,12,0,2,10,59
S01010721,86,22,8,12,106,1,2,1,10,37
S01010722,109,12,22,30,121,5,0,2,7,64
S01010723,171,11,22,26,142,7,6,5,6,87
S01010724,146,19,12,75,123,5,8,1,8,76
S01010725,197,3,66,154,44,24,6,3,16,79
S01010726,114,12,83,33,31,10,1,1,6,63
S01010727,111,7,7,25,91,8,1,1,9,63
S01010728,96,8,5,43,85,4,0,5,12,36
S01010729,113,6,14,48,86,6,5,1,5,54
S01010730,167,9,14,18,87,43,0,3,6,82
S01010731,161,53,10,16,31,76,7,1,12,52
S01010732,75,62,22,25,28,36,0,1,9,43
S01010733,81,47,13,27,19,35,1,0,11,21
S01010734,91,60,23,30,39,48,0,1,8,64
S01010735,53,13,74,16,30,35,3,0,6,52
S01010736,64,31,30,11,31,42,2,0,4,40
S01010737,150,99,30,38,59,81,3,2,19,78
S01010738,48,57,15,16,25,33,0,0,4,32
S01010739,108,77,28,20,43,58,2,0,11,65
S01010740,37,26,19,17,14,17,0,0,7,34
S01010741,120,46,74,22,45,73,0,0,5,85
S01010742,77,69,36,29,23,48,1,0,6,76
S01010743,57,53,11,19,16,42,0,0,2,61
S01010744,98,77,27,61,15,77,3,1,6,81
S01010745,60,38,14,30,16,36,0,0,9,41
S01010746,160,9,11,81,78,28,29,2,18,92
S01010747,83,9,23,74,41,16,27,1,5,70
S01010748,109,19,3,5,47,18,1,17,5,45
S01010749,85,7,21,44,27,18,19,14,7,55
S01010750,91,9,6,15,51,8,13,3,4,58
S01010751,66,31,6,13,65,11,25,2,14,67
S01010752,89,101,6,22,68,8,21,3,5,52
S01010753,108,92,13,31,61,10,18,5,12,82
S01010754,64,69,3,13,34,1,13,4,2,40
S01010755,62,70,2,9,28,3,16,3,6,46
S01010756,55,66,7,19,48,1,36,0,12,49
S01010757,119,17,12,9,18,28,6,24,4,60
S01010758,99,14,45,21,29,22,6,13,15,56
S01010759,81,71,5,32,15,15,3,15,11,46
S01010760,77,50,10,25,20,16,5,10,6,35
S01010761,87,5,27,24,26,14,5,7,7,39
S01010762,77,20,11,31,48,13,10,11,8,57
S01010763,106,34,15,2,42,35,3,10,14,73
S01010764,120,5,5,18,53,11,4,7,10,61
S01010765,160,62,19,6,22,32,24,14,21,99
S01010766,94,97,11,14,41,7,13,14,16,66
S01010767,78,60,3,31,17,14,2,8,14,50
S01010768,65,29,2,32,8,7,6,5,7,35
S01010769,75,13,14,27,15,10,4,6,18,41
S01010770,72,76,23,9,24,10,10,12,16,73
S01010771,129,51,7,2,23,30,6,21,20,75
S01010772,120,25,15,17,8,30,25,10,13,55
S01010773,113,7,4,64,62,12,18,15,14,49
S01010774,76,28,3,3,35,35,14,6,19,43
S01010775,120,67,103,17,14,8,31,28,6,72
S01010776,62,108,23,3,3,1,9,14,8,29
S01010777,51,51,23,0,3,0,11,8,4,38
S01010778,51,60,45,1,2,0,6,10,5,40
S01010779,60,91,43,1,5,4,7,16,7,55
S01010780,65,91,23,1,3,1,11,14,10,36
S01010781,86,155,13,1,4,5,11,34,16,62
S01010782,69,81,9,0,4,4,13,19,13,32
S01010783,55,86,13,0,6,0,3,9,8,34
S01010784,69,99,12,0,2,6,12,19,4,48
S01010785,72,102,16,0,4,6,16,34,3,32
S01010786,85,47,100,6,4,4,17,37,10,72
S01010787,135,14,9,14,125,39,1,1,10,56
S01010788,110,32,27,44,5,18,22,7,5,43
S01010789,96,8,10,15,88,16,22,0,11,50
S01010790,107,18,6,11,33,65,23,6,14,53
S01010791,137,12,8,22,71,60,6,3,12,58
S01010792,69,16,4,52,14,40,1,1,6,38
S01010793,111,10,5,39,36,53,0,2,14,51
S01010794,101,33,36,25,69,7,3,0,7,39
S01010795,134,19,4,71,114,37,0,2,16,72
S01010796,160,9,7,31,104,48,0,2,14,40
S01010797,128,22,59,50,46,7,15,0,12,58
S01010798,130,17,40,31,49,7,9,4,11,42
S01010799,67,71,18,6,49,3,17,0,9,32
S01010800,86,84,49,7,52,11,4,0,10,49
S01010801,80,76,26,9,46,9,8,0,6,42
S01010802,64,69,19,3,43,6,10,2,4,31
S01010803,72,74,1,1,43,3,11,4,16,28
S01010804,92,82,10,5,47,4,11,1,2,27
S01010805,111,112,14,4,71,1,20,0,23,51
S01010806,106,99,33,5,43,0,12,1,12,40
S01010807,76,64,7,7,42,0,10,0,9,25
S01010808,76,79,9,10,42,2,11,1,0,15
S01010809,82,40,56,2,63,1,21,2,5,45
S01010810,89,10,4,1,41,32,2,0,12,40
S01010811,154,30,18,18,16,18,18,15,18,86
S01010812,88,23,4,7,8,10,4,2,17,47
S01010813,87,49,5,0,10,4,2,3,17,49
S01010814,159,17,17,15,21,6,6,4,18,76
S01010815,76,39,9,3,15,9,3,0,23,43
S01010816,99,12,6,15,44,38,5,1,9,27
S01010817,156,18,4,27,69,43,6,2,10,42
S01010818,162,16,12,33,98,56,3,0,14,39
S01010819,147,10,14,36,81,38,3,2,0,47
S01010820,120,7,10,20,54,35,3,6,6,42
S01010821,83,6,4,12,45,34,1,1,5,27
S01010822,116,1,12,15,60,36,4,0,11,28
S01010823,51,39,38,11,7,12,9,5,3,18
S01010824,140,7,0,97,36,28,33,6,4,41
S01010825,200,7,10,117,25,37,58,15,9,59
S01010826,109,9,1,28,47,12,11,8,6,46
S01010827,82,2,2,30,63,12,15,8,4,38
S01010828,194,14,12,67,117,45,42,24,9,66
S01010829,136,6,20,75,22,18,33,8,7,48
S01010830,104,10,12,70,25,19,23,11,1,44
S01010831,126,4,14,70,20,20,26,6,0,37
S01010832,118,21,60,53,6,10,11,6,4,37
S01010833,136,3,46,66,27,19,40,13,13,45
S01010834,133,6,51,60,22,20,28,5,9,34
S01010835,67,8,33,37,22,13,20,6,0,17
S01010836,146,29,49,67,20,19,24,5,3,32
S01010837,114,22,61,45,19,16,26,4,2,48
S01010838,98,60,67,41,14,23,22,7,0,34
S01010839,107,34,49,38,24,25,24,4,3,38
S01010840,81,13,29,16,7,10,13,4,4,36
S01010841,122,18,68,19,17,24,39,7,5,42
S01010842,95,18,60,18,8,20,18,3,6,43
S01010843,92,32,49,17,13,20,26,3,6,28
S01010844,99,30,45,15,9,22,30,6,6,35
S01010845,66,25,46,18,7,8,18,4,4,21
S01010846,80,42,66,29,13,23,16,8,1,37
S01010847,120,35,47,19,15,15,12,1,1,35
S01010848,81,44,71,30,12,17,8,1,1,55
S01010849,100,49,71,35,11,27,20,2,2,59
S01010850,67,40,40,40,10,18,12,0,3,47
S01010851,101,64,68,70,7,30,17,0,2,60
S01010852,91,43,45,45,10,16,11,2,1,49
S01010853,147,50,75,33,12,21,21,6,4,57
S01010854,111,39,88,23,8,26,11,4,3,41
S01010855,61,32,51,11,1,18,5,1,2,33
S01010856,109,50,101,23,14,19,10,5,10,38
S01010857,114,42,94,23,15,22,21,6,0,43
S01010858,56,24,66,13,6,16,5,4,5,50
S01010859,90,51,89,26,4,30,11,5,3,62
S01010860,75,25,59,20,7,10,4,1,1,35
S01010861,71,30,66,15,11,19,6,1,2,30
S01010862,76,29,51,14,4,21,9,6,5,34
S01010863,136,27,72,23,13,25,18,9,4,47
S01010864,91,14,44,18,7,19,27,1,2,19
S01010865,109,8,63,18,8,26,27,7,10,46
S01010866,77,22,43,14,5,23,30,3,5,24
S01010867,97,20,56,6,10,35,19,0,0,32
S01010868,80,40,34,14,6,19,27,4,5,31
S01010869,123,44,64,9,10,17,20,6,4,32
S01010870,77,30,41,25,4,18,16,1,6,36
S01010871,122,67,56,25,11,37,26,8,0,54
S01010872,90,66,44,15,12,29,18,6,0,47
S01010873,55,23,27,5,5,16,2,4,2,24
S01010874,120,51,55,22,12,23,26,4,3,28
S01010875,78,39,32,25,10,19,10,4,0,25
S01010876,105,61,42,19,6,27,21,0,5,49
S01010877,116,61,65,30,18,25,23,10,3,36
S01010878,134,63,86,30,12,39,17,1,6,72
S01010879,120,44,95,23,5,27,22,3,3,58
S01010880,64,9,62,12,3,18,10,0,2,18
S01010881,81,18,60,19,8,23,19,5,3,28
S01010882,84,12,71,18,7,25,11,3,0,18
S01010883,117,47,55,22,12,41,15,4,3,40
S01010884,78,63,43,25,4,28,5,3,3,24
S01010885,115,72,44,27,21,22,7,8,3,49
S01010886,36,34,23,6,6,8,4,3,1,9
S01010887,88,67,63,16,13,22,9,0,1,38
S01010888,90,76,51,30,16,24,16,4,2,45
S01010889,39,21,12,13,4,8,6,0,3,20
S01010890,83,47,38,22,15,12,14,0,4,40
S01010891,38,18,19,6,1,12,6,4,2,24
S01010892,95,78,34,17,10,32,20,1,1,34
S01010893,52,32,24,22,2,17,13,0,0,22
S01010894,89,32,35,24,15,11,15,3,4,41
S01010895,46,17,20,14,11,18,3,0,0,25
S01010896,75,62,44,29,16,19,6,1,0,47
S01010897,76,53,71,21,6,30,7,2,1,32
S01010898,66,26,53,26,13,14,7,5,1,38
S01010899,82,19,59,25,16,3,9,2,6,42
S01010900,66,20,74,29,15,17,12,3,0,51
S01010901,50,29,45,16,9,10,6,1,1,36
